ID	__name__	probes_1	prediction_1	prediction_2	prediction_3	prediction_4	prediction_5	labels	R@1	R@5
101287	The Red Spectacles	The Red Spectacles is a movie and starring Hideyo Amamoto, of the genre [MASK].	drama	manga	anime	comedy	genre	Comedy|Drama|Sci-Fi	0.3333333333333333	0.6666666666666666
101296	I'm So Excited	I'm So Excited is a movie and starring Penélope Cruz, of the genre [MASK].	genre	thriller	drama	comedy	romance	Comedy	0.0	1.0
1013	The Parent Trap	The Parent Trap is a movie and starring Cathleen Nesbitt, of the genre [MASK].	thriller	horror	noir	comedy	genre	Children|Comedy|Romance	0.0	0.3333333333333333
101319	Operation Daybreak	Operation Daybreak is a movie and starring Jaroslav Drbohlav, of the genre [MASK].	thriller	drama	comedy	film	detective	War	0.0	0.0
101362	Olympus Has Fallen	Olympus Has Fallen is a movie and starring Dylan McDermott, of the genre [MASK].	thriller	drama	horror	batman	noir	Action|Thriller	0.5	0.5
1014	Pollyanna	Pollyanna is a movie and starring Karl Malden, of the genre [MASK].	comedy	drama	romance	noir	thriller	Children|Comedy|Drama	0.3333333333333333	0.6666666666666666
101400	Abraham Lincoln	Abraham Lincoln is a movie and starring Frank Campeau, of the genre [MASK].	drama	comedy	noir	fiction	novel	Drama|War	0.5	0.5
101450	The Kiss	The Kiss is a movie and starring Greta Garbo, of the genre [MASK].	romance	comedy	film	thriller	drama	Drama|Romance	0.5	1.0
101485	Upper World	Upper World is a movie and starring Ginger Rogers, of the genre [MASK].	comedy	adventure	suspense	drama	vaudeville	Drama	0.0	1.0
101498	In the House	In the House is a movie and starring Emmanuelle Seigner, of the genre [MASK].	thriller	cinema	drama	comedy	film	Comedy|Drama|Mystery|Thriller	0.25	0.75
101577	The Host	The Host is a movie and starring Frances Fisher, of the genre [MASK].	comedy	horror	suspense	drama	thriller	Action|Adventure|Romance	0.0	0.0
101595	A Breed Apart	A Breed Apart is a movie and starring Powers Boothe, of the genre [MASK].	noir	thriller	drama	comedy	horror	Action|Drama	0.0	0.5
1016	The Shaggy Dog	The Shaggy Dog is a movie and starring Jean Hagen, of the genre [MASK].	comedy	canine	adventure	batman	noir	Children|Comedy	0.5	0.5
101627	Confidential Agent	Confidential Agent is a movie and starring Charles Boyer, of the genre [MASK].	suspense	detective	thriller	mystery	noir	Drama|Thriller	0.0	0.5
101648	The Flat	The Flat is a movie and starring Yoni Rechter, of the genre [MASK].	comedy	thriller	drama	film	fiction	Documentary	0.0	0.0
101653	Magadheera	Magadheera is a movie and starring Kajal Aggarwal, of the genre [MASK].	bollywood	drama	film	films	music	Action|Adventure|Fantasy|Romance	0.0	0.0
101664	Hey Ram	Hey Ram is a movie and starring Shah Rukh Khan, of the genre [MASK].	bollywood	drama	comedy	music	film	Drama	0.0	1.0
101666	A Night in Heaven	A Night in Heaven is a movie and starring Andy Garcia, of the genre [MASK].	thriller	rap	noir	rock	pop	Drama|Romance	0.0	0.0
101674	The Ghost Galleon	The Ghost Galleon is a movie and starring Blanca Estrada, of the genre [MASK].	drama	comedy	tango	thriller	horror	Horror	0.0	1.0
1017	Swiss Family Robinson	Swiss Family Robinson is a movie and starring Janet Munro, of the genre [MASK].	robinson	adventure	comedy	cooking	family	Adventure|Children	0.0	0.5
101719	Koi... Mil Gaya	Koi... Mil Gaya is a movie and starring Hrithik Roshan, of the genre [MASK].	bollywood	drama	films	film	music	Action|Adventure|Fantasy|Sci-Fi	0.0	0.0
101739	Evil Dead	Evil Dead is a movie and starring Lorenzo Lamas, of the genre [MASK].	thriller	horror	drama	vampire	noir	Horror	0.0	1.0
101741	Trance	Trance is a movie and starring James McAvoy, of the genre [MASK].	trance	thriller	vampire	supernatural	horror	Crime|Thriller	0.0	0.5
101747	The War of the Gargantuas	The War of the Gargantuas is a movie and starring Russ Tamblyn, of the genre [MASK].	comedy	noir	horror	drama	genre	Horror|Sci-Fi	0.0	0.5
1018	That Darn Cat!	That Darn Cat! is a movie and starring Frank Gorshin, of the genre [MASK].	comedy	noir	horror	batman	thriller	Children|Comedy|Mystery	0.3333333333333333	0.3333333333333333
101812	The Mountain	The Mountain is a movie and starring Spencer Tracy, of the genre [MASK].	adventure	suspense	superman	horror	thriller	Adventure|Drama	0.5	0.5
101820	The Fighting Prince of Donegal	The Fighting Prince of Donegal is a movie and starring Maurice Roëves, of the genre [MASK].	comedy	drama	noir	romance	film	Action|Adventure	0.0	0.0
101827	Don't Make Waves	Don't Make Waves is a movie and starring Claudia Cardinale, of the genre [MASK].	thriller	comedy	drama	film	genre	Comedy	0.0	1.0
101864	Oblivion	Oblivion is a movie and starring Morgan Freeman, of the genre [MASK].	thriller	noir	horror	oblivion	genre	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
101880	Siberian Education	Siberian Education is a movie and starring Stefano Rulli, of the genre [MASK].	anime	thriller	film	comedy	cinema	Drama	0.0	0.0
101884	Dark Tide	Dark Tide is a movie and starring Ralph Brown, of the genre [MASK].	horror	thriller	noir	comedy	genre	Adventure|Drama|Thriller	0.0	0.3333333333333333
101895	42	42 is a movie and starring Rhoda Griffis, of the genre [MASK].	thriller	drama	comedy	batman	noir	Drama	0.0	1.0
1019	20,000 Leagues Under the Sea	20,000 Leagues Under the Sea is a movie and starring Kirk Douglas, of the genre [MASK].	thriller	adventure	comedy	fantasy	batman	Adventure|Drama|Sci-Fi	0.0	0.3333333333333333
101942	Love Is All You Need	Love Is All You Need is a movie and starring Sebastian Jessen, of the genre [MASK].	thriller	romance	drama	film	genre	Comedy|Drama|Romance	0.0	0.6666666666666666
1020	Cool Runnings	Cool Runnings is a movie and starring Peter Outerbridge, of the genre [MASK].	thriller	comedy	drama	horror	batman	Comedy	0.0	1.0
102033	Pain & Gain	Pain & Gain is a movie and starring Dwayne Johnson, of the genre [MASK].	thriller	drama	comedy	genre	rap	Action|Comedy|Crime	0.0	0.3333333333333333
102047	The Bride Came C.O.D.	The Bride Came C.O.D. is a movie and starring Bette Davis, of the genre [MASK].	romance	drama	comedy	thriller	film	Comedy|Romance	0.5	1.0
102088	The Grandmaster	The Grandmaster is a movie and starring Zhang Ziyi, of the genre [MASK].	drama	[UNK]	genre	manga	novel	Action|Drama|IMAX	0.3333333333333333	0.3333333333333333
1021	Angels in the Outfield	Angels in the Outfield is a movie and starring Christopher Lloyd, of the genre [MASK].	genre	noir	batman	drama	thriller	Children|Comedy	0.0	0.0
102109	Polly of the Circus	Polly of the Circus is a movie and starring Clark Gable, of the genre [MASK].	comedy	drama	variety	comedies	circus	Comedy|Drama|Fantasy	0.3333333333333333	0.6666666666666666
102123	This Is the End	This Is the End is a movie and starring Rihanna, of the genre [MASK].	rihanna	genre	pop	music	thriller	Action|Comedy	0.0	0.0
102125	Iron Man 3	Iron Man 3 is a movie and starring Bill Maher, of the genre [MASK].	superhero	batman	thor	horror	superman	Action|Sci-Fi|Thriller|IMAX	0.0	0.0
102131	Valentino	Valentino is a movie and starring Rudolf Nureyev, of the genre [MASK].	comedy	film	drama	comedies	films	Drama	0.0	1.0
102138	The Black Camel	The Black Camel is a movie and starring Bela Lugosi, of the genre [MASK].	dracula	opera	film	jazz	comedy	Crime|Drama|Horror|Mystery|Thriller	0.0	0.0
102174	Day of the Falcon	Day of the Falcon is a movie and starring Freida Pinto, of the genre [MASK].	drama	romance	cinema	novel	manga	Adventure|Drama	0.5	0.5
102303	Ovosodo	Ovosodo is a movie and starring Nicoletta Braschi, of the genre [MASK].	comedy	drama	opera	cinema	genre	Comedy|Drama	0.5	1.0
102373	Tomorrow, the World	Tomorrow, the World is a movie and starring Fredric March, of the genre [MASK].	comedy	thriller	superman	drama	film	Drama	0.0	1.0
1024	The Three Caballeros	The Three Caballeros is a movie and starring Aurora Miranda, of the genre [MASK].	drama	comedy	tango	telenovela	genre	Animation|Children|Musical	0.0	0.0
102407	The Great Gatsby	The Great Gatsby is a movie and starring Amitabh Bachchan, of the genre [MASK].	comedy	thriller	bollywood	films	film	Drama	0.0	0.0
102445	Star Trek Into Darkness	Star Trek Into Darkness is a movie and starring Bill Hader, of the genre [MASK].	trek	franchise	noir	genre	series	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
102456	An American Romance	An American Romance is a movie and starring Snub Pollard, of the genre [MASK].	romance	detective	noir	suspense	thriller	Drama	0.0	0.0
102481	The Internship	The Internship is a movie and starring Aasif Mandvi, of the genre [MASK].	drama	film	bollywood	comedy	films	Comedy	0.0	1.0
102483	Bliss	Bliss is a movie and starring Özgü Namal, of the genre [MASK].	cinema	drama	music	film	thriller	Drama	0.0	1.0
102535	Sissi – The Young Empress	Sissi – The Young Empress is a movie and starring Josef Meinrad, of the genre [MASK].	drama	comedy	genre	film	opera	Drama	1.0	1.0
1026	So Dear to My Heart	So Dear to My Heart is a movie and starring Burl Ives, of the genre [MASK].	drama	opera	ives	jazz	comedy	Children|Drama	0.5	0.5
102684	Only God Forgives	Only God Forgives is a movie and starring Ryan Gosling, of the genre [MASK].	thriller	drama	comedy	supernatural	batman	Drama|Thriller	0.5	1.0
102686	The Hangover Part III	The Hangover Part III is a movie and starring Justin Bartha, of the genre [MASK].	thriller	genre	drama	comedy	film	Comedy	0.0	1.0
1027	Robin Hood: Prince of Thieves	Robin Hood: Prince of Thieves is a movie and starring Sean Connery, of the genre [MASK].	batman	robin	noir	outlaw	genre	Adventure|Drama	0.0	0.0
102747	The Rink	The Rink is a movie and starring Charlie Chaplin, of the genre [MASK].	chaplin	comedy	vaudeville	comedies	drama	Comedy	0.0	1.0
1028	Mary Poppins	Mary Poppins is a movie and starring Glynis Johns, of the genre [MASK].	cinderella	series	drama	genre	romance	Children|Comedy|Fantasy|Musical	0.0	0.0
102819	Behind the Candelabra	Behind the Candelabra is a movie and starring Michael Douglas, of the genre [MASK].	noir	comedy	thriller	horror	batman	Drama	0.0	0.0
102856	3096 Days	3096 Days is a movie and starring Trine Dyrholm, of the genre [MASK].	drama	thriller	comedy	fiction	film	Drama	1.0	1.0
102880	After Earth	After Earth is a movie and starring Will Smith, of the genre [MASK].	thriller	horror	drama	comedy	fiction	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
102903	Now You See Me	Now You See Me is a movie and starring Morgan Freeman, of the genre [MASK].	horror	thriller	comedy	batman	superman	Crime|Mystery|Thriller	0.0	0.3333333333333333
102947	A Walk with Love and Death	A Walk with Love and Death is a movie and starring Michael Gough, of the genre [MASK].	thriller	batman	horror	vampire	genre	Drama	0.0	0.0
102965	Attack on the Iron Coast	Attack on the Iron Coast is a movie and starring Walter Gotell, of the genre [MASK].	noir	horror	genre	drama	comedy	Action|Drama|War	0.0	0.3333333333333333
102993	The Way, Way Back	The Way, Way Back is a movie and starring AnnaSophia Robb, of the genre [MASK].	thriller	drama	comedy	fiction	film	Comedy|Drama	0.0	1.0
103006	Penthouse	Penthouse is a movie and starring Myrna Loy, of the genre [MASK].	thriller	playboy	penthouse	drama	cabaret	Comedy|Crime|Drama	0.0	0.3333333333333333
103017	The Body	The Body is a movie and starring Belén Rueda, of the genre [MASK].	drama	thriller	cinema	film	tango	Mystery|Thriller	0.0	0.5
103027	Much Ado About Nothing	Much Ado About Nothing is a movie and starring Clark Gregg, of the genre [MASK].	genre	batman	comedy	films	horror	Comedy|Drama|Romance	0.0	0.3333333333333333
103030	Any Day Now	Any Day Now is a movie and starring Frances Fisher, of the genre [MASK].	thriller	drama	horror	comedy	fiction	Drama	0.0	1.0
103042	Man of Steel	Man of Steel is a movie and starring Kevin Costner, of the genre [MASK].	thriller	batman	superhero	comedy	horror	Action|Adventure|Fantasy|Sci-Fi|IMAX	0.0	0.0
103083	The Reluctant Fundamentalist	The Reluctant Fundamentalist is a movie and starring Nelsan Ellis, of the genre [MASK].	thriller	horror	fiction	drama	film	Drama	0.0	1.0
1031	Bedknobs and Broomsticks	Bedknobs and Broomsticks is a movie and starring Roddy McDowall, of the genre [MASK].	comedy	drama	genre	horror	batman	Adventure|Children|Musical	0.0	0.0
103105	Tetsuo: The Bullet Man	Tetsuo: The Bullet Man is a movie and starring Shinya Tsukamoto, of the genre [MASK].	manga	anime	genre	drama	films	Action|Horror|Sci-Fi	0.0	0.0
103137	The Bling Ring	The Bling Ring is a movie and starring Emma Watson, of the genre [MASK].	thriller	fiction	detective	horror	drama	Crime|Drama	0.0	0.5
103219	Maniac	Maniac is a movie and starring Zoe Aggeliki, of the genre [MASK].	thriller	drama	horror	anime	genre	Horror|Thriller	0.5	1.0
103228	Pacific Rim	Pacific Rim is a movie and starring Ron Perlman, of the genre [MASK].	comedy	drama	noir	thriller	horror	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
103243	Ada	Ada is a movie and starring Martin Balsam, of the genre [MASK].	ada	cinema	drama	film	theater	Drama	0.0	1.0
103249	World War Z	World War Z is a movie and starring Mireille Enos, of the genre [MASK].	thriller	drama	comedy	war	romance	Action|Drama|Horror|IMAX	0.0	0.25
103253	Elysium	Elysium is a movie and starring Jodie Foster, of the genre [MASK].	thriller	noir	horror	drama	vampire	Action|Drama|Sci-Fi|IMAX	0.0	0.25
103266	Mr. Moto's Gamble	Mr. Moto's Gamble is a movie and starring Peter Lorre, of the genre [MASK].	thriller	noir	comedy	detective	batman	Crime|Drama|Mystery	0.0	0.0
103306	Europa Report	Europa Report is a movie and starring Embeth Davidtz, of the genre [MASK].	thriller	drama	film	fiction	documentary	Sci-Fi|Thriller	0.5	0.5
103333	Blutzbrüdaz	Blutzbrüdaz is a movie and starring Mario Barth, of the genre [MASK].	comedy	film	drama	cinema	thriller	Comedy	1.0	1.0
103341	The World's End	The World's End is a movie and starring Eddie Marsan, of the genre [MASK].	thriller	noir	horror	comedy	batman	Action|Comedy|Sci-Fi	0.0	0.3333333333333333
103366	Redemption	Redemption is a movie and starring Jason Statham, of the genre [MASK].	redemption	thriller	batman	genre	horror	Action|Crime|Thriller	0.0	0.3333333333333333
103372	The Heat	The Heat is a movie and starring Jane Curtin, of the genre [MASK].	comedy	thriller	horror	drama	noir	Action|Comedy|Crime	0.3333333333333333	0.3333333333333333
103380	Very Important Person	Very Important Person is a movie and starring James Robertson Justice, of the genre [MASK].	thriller	drama	fiction	comedy	cop	Comedy|Drama	0.0	1.0
103384	The Lone Ranger	The Lone Ranger is a movie and starring Johnny Depp, of the genre [MASK].	ranger	batman	noir	genre	western	Action|Adventure|Western|IMAX	0.0	0.25
1034	Freeway	Freeway is a movie and starring Reese Witherspoon, of the genre [MASK].	thriller	batman	freeway	noir	superman	Comedy|Crime|Drama|Thriller	0.25	0.25
103449	Passion	Passion is a movie and starring Karoline Herfurth, of the genre [MASK].	passion	drama	thriller	romance	film	Crime|Drama|Mystery|Thriller	0.0	0.5
1035	The Sound of Music	The Sound of Music is a movie and starring Julie Andrews, of the genre [MASK].	music	jazz	genre	variety	comedy	Musical|Romance	0.0	0.0
103515	Along the Great Divide	Along the Great Divide is a movie and starring Kirk Douglas, of the genre [MASK].	thriller	adventure	comedy	genre	fiction	Adventure|Romance|Western	0.0	0.3333333333333333
103541	Thanks for Sharing	Thanks for Sharing is a movie and starring Gwyneth Paltrow, of the genre [MASK].	thriller	comedy	drama	fiction	horror	Comedy|Drama	0.0	1.0
103549	What's in a Name?	What's in a Name? is a movie and starring Patrick Bruel, of the genre [MASK].	thriller	noir	horror	comedy	vampire	Comedy	0.0	1.0
103554	A Hijacking	A Hijacking is a movie and starring Søren Malling, of the genre [MASK].	thriller	drama	comedy	noir	batman	Drama|Thriller	0.5	1.0
103576	Chu Chin Chow	Chu Chin Chow is a movie and starring Fritz Kortner, of the genre [MASK].	comedy	film	films	noir	comedies	Comedy|Fantasy|Musical	0.3333333333333333	0.3333333333333333
1036	Die Hard	Die Hard is a movie and starring Bruce Willis, of the genre [MASK].	horror	batman	thriller	genre	hardcore	Action|Crime|Thriller	0.0	0.3333333333333333
103655	R.I.P.D.	R.I.P.D. is a movie and starring Ryan Reynolds, of the genre [MASK].	thriller	batman	drama	cop	superhero	Action|Comedy|Fantasy	0.0	0.0
103671	Joker	Joker is a movie and starring Akshay Kumar, of the genre [MASK].	joker	thriller	comedy	batman	drama	Comedy	0.0	1.0
103688	The Conjuring	The Conjuring is a movie and starring Ron Livingston, of the genre [MASK].	thriller	noir	horror	batman	comedy	Horror|Thriller	0.5	1.0
1037	The Lawnmower Man	The Lawnmower Man is a movie and starring Pierce Brosnan, of the genre [MASK].	batman	comedy	horror	thriller	noir	Action|Horror|Sci-Fi|Thriller	0.0	0.5
103772	The Wolverine	The Wolverine is a movie and starring Hugh Jackman, of the genre [MASK].	noir	horror	batman	vampire	dracula	Action|Adventure|Fantasy|Sci-Fi	0.0	0.0
103787	Gold	Gold is a movie and starring Marko Mandić, of the genre [MASK].	gold	film	thriller	batman	comedy	Western	0.0	0.0
103810	RED 2	RED 2 is a movie and starring Bruce Willis, of the genre [MASK].	black	batman	noir	red	cop	Action|Comedy|Crime|Thriller	0.0	0.0
103823	Nick Carter, Master Detective	Nick Carter, Master Detective is a movie and starring Walter Pidgeon, of the genre [MASK].	detective	cop	noir	thriller	batman	Crime|Drama|Mystery	0.0	0.0
103851	Page Miss Glory	Page Miss Glory is a movie and starring Al Shean, of the genre [MASK].	drama	comedy	horror	romance	noir	Comedy	0.0	1.0
103867	Night Train to Lisbon	Night Train to Lisbon is a movie and starring August Diehl, of the genre [MASK].	comedy	drama	film	thriller	romance	Mystery|Romance|Thriller	0.0	0.6666666666666666
103881	The Hard Man	The Hard Man is a movie and starring Valerie French, of the genre [MASK].	comedy	thriller	noir	drama	fiction	Western	0.0	0.0
103883	2 Guns	2 Guns is a movie and starring Denzel Washington, of the genre [MASK].	thriller	batman	gun	sgt	genre	Action|Comedy|Crime	0.0	0.0
103968	And Baby Makes Three	And Baby Makes Three is a movie and starring Robert Young, of the genre [MASK].	comedy	horror	drama	thriller	film	Comedy|Romance	0.5	0.5
103980	Blue Jasmine	Blue Jasmine is a movie and starring Louis C.K., of the genre [MASK].	thriller	romance	noir	drama	film	Drama	0.0	1.0
103984	The Great Beauty	The Great Beauty is a movie and starring Carlo Verdone, of the genre [MASK].	comedy	drama	romance	genre	opera	Comedy|Drama	0.5	1.0
104	Happy Gilmore	Happy Gilmore is a movie and starring Kevin Nealon, of the genre [MASK].	comedy	thriller	drama	horror	batman	Comedy	1.0	1.0
104013	Lo chiamavano Bulldozer	Lo chiamavano Bulldozer is a movie and starring Reinhard Kolldehoff, of the genre [MASK].	comedy	drama	cop	comedies	film	Action|Comedy	0.5	0.5
104015	Bomber	Bomber is a movie and starring Sal Borgese, of the genre [MASK].	bomber	comedy	thriller	batman	drama	Action|Comedy	0.0	0.5
104074	Percy Jackson & The Olympians - The Sea of Monsters	Percy Jackson & The Olympians - The Sea of Monsters is a movie and starring Sean Bean, of the genre [MASK].	genre	superhero	films	trilogy	batman	Adventure|Children|Fantasy	0.0	0.0
104076	The Smurfs 2	The Smurfs 2 is a movie and starring Katy Perry, of the genre [MASK].	pop	comedy	genre	rock	horror	Animation|Children|Comedy	0.0	0.3333333333333333
104078	Alan Partridge: Alpha Papa	Alan Partridge: Alpha Papa is a movie and starring Colm Meaney, of the genre [MASK].	comedy	variety	sgt	drama	noir	Comedy	1.0	1.0
104085	Class of 1999	Class of 1999 is a movie and starring Malcolm McDowell, of the genre [MASK].	thriller	drama	cop	fiction	horror	Action|Horror|Sci-Fi	0.0	0.3333333333333333
1041	Secrets & Lies	Secrets & Lies is a movie and starring Phyllis Logan, of the genre [MASK].	thriller	horror	drama	comedy	noir	Drama	0.0	1.0
