ID	__name__	probes_5	prediction_1	prediction_2	prediction_3	prediction_4	prediction_5	labels	R@1	R@5
100440	Lore	Lore is a movie and starring Ursina Lardi and directed by Cate Shortland and produced by Liz Watts and screenwriter Cate Shortland and music by Max Richter, of the genre [MASK].	tango	opera	soundtrack	score	genre	Drama|Thriller|War	0.0	0.0
100498	A Good Day to Die Hard	A Good Day to Die Hard is a movie and starring Bruce Willis and directed by John Moore and produced by Alex Yang and screenwriter Skip Woods and music by Marco Beltrami, of the genre [MASK].	genre	soundtrack	score	films	film	Action|Crime|Thriller|IMAX	0.0	0.0
1005	D3: The Mighty Ducks	D3: The Mighty Ducks is a movie and starring Steven Brill and directed by Robert Lieberman and produced by Jon Avnet and screenwriter Steven Brill and music by J. A. C. Redford, of the genre [MASK].	films	trilogy	trio	group	standards	Children|Comedy	0.0	0.0
100507	21 & Over	21 & Over is a movie and starring Justin Chon and directed by Scott Moore and produced by Ryan Kavanaugh and screenwriter Jon Lucas and music by Lyle Workman, of the genre [MASK].	genre	group	trio	variety	films	Comedy	0.0	0.0
100515	War Witch	War Witch is a movie and starring Rachel Mwanza and directed by Kim Nguyen and produced by Pierre Even and screenwriter Kim Nguyen and music by Gabriel Yared, of the genre [MASK].	genre	film	music	trilogy	films	Drama|War	0.0	0.0
100527	Safe Haven	Safe Haven is a movie and starring Josh Duhamel and directed by Lasse Hallström and produced by Ryan Kavanaugh and screenwriter Leslie Bohem and music by Deborah Lurie, of the genre [MASK].	genre	trilogy	films	film	pop	Drama|Mystery|Romance	0.0	0.0
100591	The Mind Reader	The Mind Reader is a movie and starring Warren William and directed by Roy Del Ruth and produced by Hal B. Wallis and screenwriter Robert Lord and music by Bernhard Kaun, of the genre [MASK].	genre	opera	film	trilogy	jazz	Drama|Romance	0.0	0.0
1006	The Chamber	The Chamber is a movie and starring Faye Dunaway and directed by James Foley and produced by Brian Grazer and screenwriter John Grisham and music by Carter Burwell, of the genre [MASK].	genre	opera	variety	jazz	comedy	Drama	0.0	0.0
100714	Before Midnight	Before Midnight is a movie and starring Ethan Hawke and directed by Richard Linklater and produced by Christos V. Konstantakopoulos and screenwriter Ethan Hawke and music by Graham Reynolds, of the genre [MASK].	trilogy	opera	genre	films	score	Drama|Romance	0.0	0.0
1008	Davy Crockett, King of the Wild Frontier	Davy Crockett, King of the Wild Frontier is a movie and starring Basil Ruysdael and directed by Norman Foster and produced by Walt Disney and screenwriter Tom W. Blackburn and music by George Bruns, of the genre [MASK].	genre	folk	standards	films	variety	Adventure|Western	0.0	0.0
1009	Escape to Witch Mountain	Escape to Witch Mountain is a movie and starring Reta Shaw and directed by John Hough and produced by Ron W. Miller and screenwriter Robert Milton Young and music by Johnny Mandel, of the genre [MASK].	standards	genre	group	variety	films	Adventure|Children|Fantasy	0.0	0.0
100906	Maniac Cop 2	Maniac Cop 2 is a movie and starring Danny Trejo and directed by William Lustig and produced by Larry Cohen and screenwriter Larry Cohen and music by Jay Chattaway, of the genre [MASK].	cop	genre	films	sgt	thriller	Action|Horror|Thriller	0.0	0.3333333333333333
1010	The Love Bug	The Love Bug is a movie and starring Chick Hearn and directed by Robert Stevenson and produced by Bill Walsh and screenwriter Don DaGradi and music by George Bruns, of the genre [MASK].	variety	comedy	pop	standards	genre	Children|Comedy	0.0	0.5
101025	Jack the Giant Slayer	Jack the Giant Slayer is a movie and starring Stanley Tucci and directed by Bryan Singer and produced by David Dobkin and screenwriter Christopher McQuarrie and music by John Ottman, of the genre [MASK].	trilogy	batman	genre	films	film	Adventure|Fantasy|IMAX	0.0	0.0
101060	The Last Exorcism Part II	The Last Exorcism Part II is a movie and starring Louis Herthum and directed by Ed Gass-Donnelly and produced by Eli Roth and screenwriter Damien Chazelle and music by Michael Wandmacher, of the genre [MASK].	genre	trilogy	films	film	noir	Horror|Thriller	0.0	0.0
101064	Verboten!	Verboten! is a movie and starring Paul Busch and directed by Samuel Fuller and produced by Samuel Fuller and screenwriter Samuel Fuller and music by Harry Sukman, of the genre [MASK].	films	film	genre	bach	variety	Action|Romance|War	0.0	0.0
101068	The Solitude of Prime Numbers	The Solitude of Prime Numbers is a movie and starring Isabella Rossellini and directed by Saverio Costanzo and produced by Fausto Brizzi and screenwriter Paolo Giordano and music by Mike Patton, of the genre [MASK].	genre	films	film	comedy	opera	Drama	0.0	0.0
101076	G.I. Joe: Retaliation	G.I. Joe: Retaliation is a movie and starring RZA and directed by Jon M. Chu and produced by Lorenzo di Bonaventura and screenwriter Paul Wernick and music by Henry Jackman, of the genre [MASK].	films	genre	film	trilogy	theme	Action|Adventure|Sci-Fi|Thriller|IMAX	0.0	0.0
101088	Stoker	Stoker is a movie and starring Nicole Kidman and directed by Park Chan-wook and produced by Tony Scott and screenwriter Wentworth Miller and music by Clint Mansell, of the genre [MASK].	genre	trilogy	variety	films	film	Drama|Mystery|Thriller	0.0	0.0
1011	Herbie Rides Again	Herbie Rides Again is a movie and starring Helen Hayes and directed by Robert Stevenson and produced by Bill Walsh and screenwriter Bill Walsh and music by George Bruns, of the genre [MASK].	standards	variety	jazz	folk	films	Children|Comedy|Fantasy|Romance	0.0	0.0
101112	Oz the Great and Powerful	Oz the Great and Powerful is a movie and starring Rachel Weisz and directed by Sam Raimi and produced by Joe Roth and screenwriter David Lindsay-Abaire and music by Danny Elfman, of the genre [MASK].	oz	trilogy	genre	films	fantasia	Action|Adventure|Fantasy|IMAX	0.0	0.0
1012	Old Yeller	Old Yeller is a movie and starring Kevin Corcoran and directed by Robert Stevenson and produced by Walt Disney and screenwriter Fred Gipson and music by Oliver Wallace, of the genre [MASK].	fantasia	variety	standards	genre	film	Children|Drama	0.0	0.0
101204	The Hucksters	The Hucksters is a movie and starring Douglas Fowley and directed by Jack Conway and produced by Arthur Hornblow and screenwriter George Wells and music by Lennie Hayton, of the genre [MASK].	genre	variety	films	comedy	film	Drama	0.0	0.0
101207	Emperor	Emperor is a movie and starring Tommy Lee Jones and directed by Peter Webber and produced by Yōko Narahashi and screenwriter David Klass and music by Alex Heffes, of the genre [MASK].	genre	trilogy	films	film	opera	Drama|War	0.0	0.0
101214	Genghis Khan	Genghis Khan is a movie and starring Eli Wallach and directed by Henry Levin and produced by Irving Allen and screenwriter Beverley Cross and music by Dušan Radić, of the genre [MASK].	genre	trilogy	opera	trio	film	Adventure|Drama|War	0.0	0.0
101233	The Glass Menagerie	The Glass Menagerie is a movie and starring Jane Wyman and directed by Irving Rapper and produced by Warner Bros. and screenwriter Tennessee Williams and music by Max Steiner, of the genre [MASK].	films	standards	variety	score	film	Drama	0.0	0.0
101235	The Great Gatsby	The Great Gatsby is a movie and starring Macdonald Carey and directed by Elliott Nugent and produced by Richard Maibaum and screenwriter Richard Maibaum and music by Robert E. Dolan, of the genre [MASK].	variety	films	genre	fantasia	standards	Drama	0.0	0.0
101247	Westward the Women	Westward the Women is a movie and starring Robert Taylor and directed by William A. Wellman and produced by Dore Schary and screenwriter Frank Capra and music by Jeff Alexander, of the genre [MASK].	genre	films	group	film	standards	Drama|Western	0.0	0.0
101262	Geek Charming	Geek Charming is a movie and starring Sasha Pieterse and directed by Jeffrey Hornaday and produced by Tracey Jeffrey and screenwriter Elizabeth Hackett and music by Nathan Wang, of the genre [MASK].	genre	trilogy	film	films	thriller	Comedy	0.0	0.0
101283	The Incredible Burt Wonderstone	The Incredible Burt Wonderstone is a movie and starring Alan Arkin and directed by Don Scardino and produced by Steve Carell and screenwriter John Francis Daley and music by Lyle Workman, of the genre [MASK].	films	variety	standards	film	genre	Comedy	0.0	0.0
101287	The Red Spectacles	The Red Spectacles is a movie and starring Hideyo Amamoto and directed by Mamoru Oshii and produced by Shigeharu Shiba and screenwriter Mamoru Oshii and music by Kenji Kawai, of the genre [MASK].	anime	genre	group	music	film	Comedy|Drama|Sci-Fi	0.0	0.0
101296	I'm So Excited	I'm So Excited is a movie and starring Penélope Cruz and directed by Pedro Almodóvar and produced by Agustín Almodóvar and screenwriter Pedro Almodóvar and music by Alberto Iglesias, of the genre [MASK].	genre	tango	music	films	film	Comedy	0.0	0.0
1013	The Parent Trap	The Parent Trap is a movie and starring Cathleen Nesbitt and directed by David Swift and produced by Walt Disney and screenwriter David Swift and music by Paul Smith, of the genre [MASK].	fantasia	films	film	score	pop	Children|Comedy|Romance	0.0	0.0
101319	Operation Daybreak	Operation Daybreak is a movie and starring Jaroslav Drbohlav and directed by Lewis Gilbert and produced by Carter DeHaven and screenwriter Ronald Harwood and music by David Hentschel, of the genre [MASK].	genre	films	opera	film	trilogy	War	0.0	0.0
101362	Olympus Has Fallen	Olympus Has Fallen is a movie and starring Dylan McDermott and directed by Antoine Fuqua and produced by Gerard Butler and screenwriter Creighton Rothenberger and music by Trevor Morris, of the genre [MASK].	opera	trilogy	genre	drama	noir	Action|Thriller	0.0	0.0
1014	Pollyanna	Pollyanna is a movie and starring Karl Malden and directed by David Swift and produced by Walt Disney and screenwriter David Swift and music by Paul Smith, of the genre [MASK].	variety	fantasia	genre	opera	film	Children|Comedy|Drama	0.0	0.0
101400	Abraham Lincoln	Abraham Lincoln is a movie and starring Frank Campeau and directed by D. W. Griffith and produced by Joseph M. Schenck and screenwriter Stephen Vincent Benét and music by Hugo Riesenfeld, of the genre [MASK].	films	variety	film	genre	opera	Drama|War	0.0	0.0
101450	The Kiss	The Kiss is a movie and starring Greta Garbo and directed by Jacques Feyder and produced by Irving Thalberg and screenwriter Hanns Kräly and music by Rudolf Friml, of the genre [MASK].	genre	films	film	tango	comedy	Drama|Romance	0.0	0.0
101485	Upper World	Upper World is a movie and starring Ginger Rogers and directed by Roy Del Ruth and produced by Hal B. Wallis and screenwriter Ben Hecht and music by Bernhard Kaun, of the genre [MASK].	comedy	fantasia	film	opera	variety	Drama	0.0	0.0
101498	In the House	In the House is a movie and starring Emmanuelle Seigner and directed by François Ozon and produced by Claudie Ossard and screenwriter François Ozon and music by Philippe Rombi, of the genre [MASK].	genre	films	film	cinema	music	Comedy|Drama|Mystery|Thriller	0.0	0.0
101577	The Host	The Host is a movie and starring Frances Fisher and directed by Andrew Niccol and produced by Stephenie Meyer and screenwriter Stephenie Meyer and music by Antonio Pinto, of the genre [MASK].	opera	jazz	fantasia	trio	tango	Action|Adventure|Romance	0.0	0.0
101595	A Breed Apart	A Breed Apart is a movie and starring Powers Boothe and directed by Philippe Mora and produced by John Daly and screenwriter Paul Wheeler and music by Maurice Gibb, of the genre [MASK].	jazz	comedy	opera	drama	noir	Action|Drama	0.0	0.5
1016	The Shaggy Dog	The Shaggy Dog is a movie and starring Jean Hagen and directed by Charles Barton and produced by Walt Disney and screenwriter Bill Walsh and music by Paul Smith, of the genre [MASK].	variety	fantasia	films	theme	standards	Children|Comedy	0.0	0.0
101627	Confidential Agent	Confidential Agent is a movie and starring Charles Boyer and directed by Herman Shumlin and produced by Robert Buckner and screenwriter Robert Buckner and music by Franz Waxman, of the genre [MASK].	genre	films	variety	film	noir	Drama|Thriller	0.0	0.0
101648	The Flat	The Flat is a movie and starring Yoni Rechter and directed by Arnon Goldfinger and produced by Thomas Kufus and screenwriter Arnon Goldfinger and music by Yoni Rechter, of the genre [MASK].	film	films	comedy	genre	trilogy	Documentary	0.0	0.0
101653	Magadheera	Magadheera is a movie and starring Kajal Aggarwal and directed by S. S. Rajamouli and produced by B. V. S. N. Prasad and screenwriter S. S. Rajamouli and music by M. M. Keeravani, of the genre [MASK].	genre	films	music	film	movies	Action|Adventure|Fantasy|Romance	0.0	0.0
101664	Hey Ram	Hey Ram is a movie and starring Shah Rukh Khan and directed by Kamal Haasan and produced by Kamal Haasan and screenwriter Kamal Haasan and music by Ilaiyaraaja, of the genre [MASK].	genre	music	films	film	movies	Drama	0.0	0.0
101666	A Night in Heaven	A Night in Heaven is a movie and starring Andy Garcia and directed by John G. Avildsen and produced by Hawk Koch and screenwriter Joan Tewkesbury and music by Jan Hammer, of the genre [MASK].	genre	trilogy	standards	films	group	Drama|Romance	0.0	0.0
101674	The Ghost Galleon	The Ghost Galleon is a movie and starring Blanca Estrada and directed by Amando de Ossorio Rodríguez and produced by José Luis Bermúdez and screenwriter Amando de Ossorio Rodríguez and music by Antón García Abril, of the genre [MASK].	tango	genre	music	film	films	Horror	0.0	0.0
1017	Swiss Family Robinson	Swiss Family Robinson is a movie and starring Janet Munro and directed by Ken Annakin and produced by Walt Disney and screenwriter Lowell S. Hawley and music by William Alwyn, of the genre [MASK].	fantasia	trio	variety	standards	music	Adventure|Children	0.0	0.0
101719	Koi... Mil Gaya	Koi... Mil Gaya is a movie and starring Hrithik Roshan and directed by Rakesh Roshan and produced by Rakesh Roshan and screenwriter Sachin Bhowmick and music by Rajesh Roshan, of the genre [MASK].	genre	music	films	film	of	Action|Adventure|Fantasy|Sci-Fi	0.0	0.0
101739	Evil Dead	Evil Dead is a movie and starring Lorenzo Lamas and directed by Fede Álvarez and produced by Bruce Campbell and screenwriter Diablo Cody and music by Roque Baños, of the genre [MASK].	genre	music	films	film	tango	Horror	0.0	0.0
101741	Trance	Trance is a movie and starring James McAvoy and directed by Danny Boyle and produced by Christian Colson and screenwriter Joe Ahearne and music by Rick Smith, of the genre [MASK].	trance	genre	trilogy	music	soundtrack	Crime|Thriller	0.0	0.0
101747	The War of the Gargantuas	The War of the Gargantuas is a movie and starring Russ Tamblyn and directed by Ishirō Honda and produced by Tomoyuki Tanaka and screenwriter Ishirō Honda and music by Akira Ifukube, of the genre [MASK].	genre	anime	films	group	manga	Horror|Sci-Fi	0.0	0.0
1018	That Darn Cat!	That Darn Cat! is a movie and starring Frank Gorshin and directed by Robert Stevenson and produced by Walt Disney and screenwriter Bill Walsh and music by Sherman Brothers, of the genre [MASK].	fantasia	standards	pop	variety	music	Children|Comedy|Mystery	0.0	0.0
101812	The Mountain	The Mountain is a movie and starring Spencer Tracy and directed by Edward Dmytryk and produced by Edward Dmytryk and screenwriter Ranald MacDougall and music by Daniele Amfitheatrof, of the genre [MASK].	opera	films	film	genre	orchestra	Adventure|Drama	0.0	0.0
101820	The Fighting Prince of Donegal	The Fighting Prince of Donegal is a movie and starring Maurice Roëves and directed by Michael O'Herlihy and produced by Walt Disney and screenwriter Robert Westerby and music by George Bruns, of the genre [MASK].	genre	variety	films	fantasia	film	Action|Adventure	0.0	0.0
101827	Don't Make Waves	Don't Make Waves is a movie and starring Claudia Cardinale and directed by Alexander Mackendrick and produced by John Calley and screenwriter Terry Southern and music by Vic Mizzy, of the genre [MASK].	genre	films	group	standards	opera	Comedy	0.0	0.0
101864	Oblivion	Oblivion is a movie and starring Morgan Freeman and directed by Joseph Kosinski and produced by Joseph Kosinski and screenwriter Michael Arndt and music by M83, of the genre [MASK].	soundtrack	films	film	genre	trilogy	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
101880	Siberian Education	Siberian Education is a movie and starring Stefano Rulli and directed by Gabriele Salvatores and produced by Riccardo Tozzi and screenwriter Gabriele Salvatores and music by Mauro Pagani, of the genre [MASK].	genre	opera	film	cinema	films	Drama	0.0	0.0
101884	Dark Tide	Dark Tide is a movie and starring Ralph Brown and directed by John Stockwell and produced by Jeanette B. Milio and screenwriter Ronnie Christensen and music by Mark Sayfritz, of the genre [MASK].	genre	trilogy	films	film	music	Adventure|Drama|Thriller	0.0	0.0
101895	42	42 is a movie and starring Rhoda Griffis and directed by Brian Helgeland and produced by Thomas Tull and screenwriter Brian Helgeland and music by Mark Isham, of the genre [MASK].	trilogy	genre	films	film	score	Drama	0.0	0.0
1019	20,000 Leagues Under the Sea	20,000 Leagues Under the Sea is a movie and starring Kirk Douglas and directed by Richard Fleischer and produced by Walt Disney and screenwriter Earl Felton and music by Al Hoffman, of the genre [MASK].	films	fantasia	genre	film	variety	Adventure|Drama|Sci-Fi	0.0	0.0
101942	Love Is All You Need	Love Is All You Need is a movie and starring Sebastian Jessen and directed by Susanne Bier and produced by Vibeke Windeløv and screenwriter Susanne Bier and music by Johan Söderqvist, of the genre [MASK].	genre	music	pop	film	tango	Comedy|Drama|Romance	0.0	0.0
1020	Cool Runnings	Cool Runnings is a movie and starring Peter Outerbridge and directed by Jon Turteltaub and produced by Dawn Steel and screenwriter Michael Goldberg and music by Hans Zimmer, of the genre [MASK].	genre	trilogy	opera	films	trio	Comedy	0.0	0.0
102033	Pain & Gain	Pain & Gain is a movie and starring Dwayne Johnson and directed by Michael Bay and produced by Michael Bay and screenwriter Christopher Markus and Stephen McFeely and music by Steve Jablonsky, of the genre [MASK].	genre	films	music	film	trilogy	Action|Comedy|Crime	0.0	0.0
102047	The Bride Came C.O.D.	The Bride Came C.O.D. is a movie and starring Bette Davis and directed by William Keighley and produced by Hal B. Wallis and screenwriter Philip G. Epstein and music by Max Steiner, of the genre [MASK].	films	standards	score	film	variety	Comedy|Romance	0.0	0.0
102088	The Grandmaster	The Grandmaster is a movie and starring Zhang Ziyi and directed by Wong Kar-wai and produced by Wong Kar-wai and screenwriter Wong Kar-wai and music by Shigeru Umebayashi, of the genre [MASK].	genre	music	group	variety	style	Action|Drama|IMAX	0.0	0.0
1021	Angels in the Outfield	Angels in the Outfield is a movie and starring Christopher Lloyd and directed by William Dear and produced by Joe Roth and screenwriter Holly Goldberg Sloan and music by Randy Edelman, of the genre [MASK].	genre	trilogy	films	variety	trio	Children|Comedy	0.0	0.0
102109	Polly of the Circus	Polly of the Circus is a movie and starring Clark Gable and directed by Alfred Santell and produced by Marion Davies and screenwriter Carey Wilson and music by William Axt, of the genre [MASK].	variety	films	standards	comedy	opera	Comedy|Drama|Fantasy	0.0	0.3333333333333333
102123	This Is the End	This Is the End is a movie and starring Rihanna and directed by Seth Rogen and produced by Seth Rogen and screenwriter Seth Rogen and music by Henry Jackman, of the genre [MASK].	films	trilogy	film	soundtrack	genre	Action|Comedy	0.0	0.0
102125	Iron Man 3	Iron Man 3 is a movie and starring Bill Maher and directed by Shane Black and produced by Kevin Feige and screenwriter Stan Lee and music by Brian Tyler, of the genre [MASK].	batman	trilogy	metal	films	genre	Action|Sci-Fi|Thriller|IMAX	0.0	0.0
102131	Valentino	Valentino is a movie and starring Rudolf Nureyev and directed by Ken Russell and produced by Robert Chartoff and screenwriter Ken Russell and music by Stanley Black, of the genre [MASK].	opera	variety	film	tango	films	Drama	0.0	0.0
102138	The Black Camel	The Black Camel is a movie and starring Bela Lugosi and directed by Hamilton MacFadden and produced by Hamilton MacFadden and screenwriter Dudley Nichols and music by Samuel Kaylin, of the genre [MASK].	genre	films	film	standards	trilogy	Crime|Drama|Horror|Mystery|Thriller	0.0	0.0
102174	Day of the Falcon	Day of the Falcon is a movie and starring Freida Pinto and directed by Jean-Jacques Annaud and produced by Tarak Ben Ammar and screenwriter Jean-Jacques Annaud and music by James Horner, of the genre [MASK].	genre	films	film	tango	music	Adventure|Drama	0.0	0.0
102303	Ovosodo	Ovosodo is a movie and starring Nicoletta Braschi and directed by Paolo Virzì and produced by Vittorio Cecchi Gori and screenwriter Paolo Virzì and music by Battista Lena, of the genre [MASK].	opera	genre	comedy	drama	film	Comedy|Drama	0.0	1.0
102373	Tomorrow, the World	Tomorrow, the World is a movie and starring Fredric March and directed by Leslie Fenton and produced by Lester Cowan and screenwriter Ring Lardner and music by Louis Applebaum, of the genre [MASK].	fantasia	variety	films	opera	film	Drama	0.0	0.0
1024	The Three Caballeros	The Three Caballeros is a movie and starring Aurora Miranda and directed by Norm Ferguson and produced by Walt Disney and screenwriter Bill Peet and music by Paul Smith, of the genre [MASK].	tango	trio	fantasia	genre	opera	Animation|Children|Musical	0.0	0.0
102407	The Great Gatsby	The Great Gatsby is a movie and starring Amitabh Bachchan and directed by Baz Luhrmann and produced by Baz Luhrmann and screenwriter Baz Luhrmann and music by Craig Armstrong, of the genre [MASK].	films	film	genre	trilogy	bollywood	Drama	0.0	0.0
102445	Star Trek Into Darkness	Star Trek Into Darkness is a movie and starring Bill Hader and directed by J. J. Abrams and produced by J. J. Abrams and screenwriter Damon Lindelof and music by Michael Giacchino, of the genre [MASK].	trilogy	films	genre	franchise	film	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
102456	An American Romance	An American Romance is a movie and starring Snub Pollard and directed by King Vidor and produced by King Vidor and screenwriter William Ludwig and music by Louis Gruenberg, of the genre [MASK].	genre	variety	film	films	standards	Drama	0.0	0.0
102481	The Internship	The Internship is a movie and starring Aasif Mandvi and directed by Shawn Levy and produced by Vince Vaughn and screenwriter Vince Vaughn and music by Christophe Beck, of the genre [MASK].	genre	music	films	film	soundtrack	Comedy	0.0	0.0
102483	Bliss	Bliss is a movie and starring Özgü Namal and directed by Abdullah Oğuz and produced by Abdullah Oğuz and screenwriter Zülfü Livaneli and music by Zülfü Livaneli, of the genre [MASK].	genre	music	pop	film	variety	Drama	0.0	0.0
102535	Sissi – The Young Empress	Sissi – The Young Empress is a movie and starring Josef Meinrad and directed by Ernst Marischka and produced by Ernst Marischka and screenwriter Ernst Marischka and music by Anton Profes, of the genre [MASK].	genre	opera	drama	film	films	Drama	0.0	1.0
1026	So Dear to My Heart	So Dear to My Heart is a movie and starring Burl Ives and directed by Hamilton Luske and produced by Walt Disney and screenwriter John Tucker Battle and music by Don Raye, of the genre [MASK].	fantasia	standards	opera	ives	films	Children|Drama	0.0	0.0
102684	Only God Forgives	Only God Forgives is a movie and starring Ryan Gosling and directed by Nicolas Winding Refn and produced by Lene Børglum and screenwriter Nicolas Winding Refn and music by Cliff Martinez, of the genre [MASK].	genre	music	films	group	film	Drama|Thriller	0.0	0.0
102686	The Hangover Part III	The Hangover Part III is a movie and starring Justin Bartha and directed by Todd Phillips and produced by Todd Phillips and screenwriter Todd Phillips and music by Christophe Beck, of the genre [MASK].	genre	trilogy	music	film	films	Comedy	0.0	0.0
1027	Robin Hood: Prince of Thieves	Robin Hood: Prince of Thieves is a movie and starring Sean Connery and directed by Kevin Reynolds and produced by Kevin Costner and screenwriter Pen Densham and music by Michael Kamen, of the genre [MASK].	batman	trilogy	robin	genre	films	Adventure|Drama	0.0	0.0
102747	The Rink	The Rink is a movie and starring Charlie Chaplin and directed by Charlie Chaplin and produced by Charlie Chaplin and screenwriter Charlie Chaplin and music by Charlie Chaplin, of the genre [MASK].	chaplin	variety	comedy	himself	fantasia	Comedy	0.0	1.0
1028	Mary Poppins	Mary Poppins is a movie and starring Glynis Johns and directed by Robert Stevenson and produced by Walt Disney and screenwriter Bill Walsh and music by Irwin Kostal, of the genre [MASK].	fantasia	opera	variety	musicals	films	Children|Comedy|Fantasy|Musical	0.0	0.0
