ID	__name__	probes_5	prediction_1	prediction_2	prediction_3	prediction_4	prediction_5	labels	R@1	R@5
100383	Side Effects	Side Effects is a movie, starring Catherine Zeta-Jones, directed by Steven Soderbergh, produced by Lorenzo di Bonaventura, screenwriter Scott Z. Burns, music by Thomas Newman, of the genre <mask>.	 genre	 film	 2001	 horror	 thriller	Crime|Drama|Mystery|Thriller	0.0	0.25
100387	Kadal	Kadal is a movie, starring Gautham Karthik, directed by Mani Ratnam, produced by Mani Ratnam, screenwriter Mani Ratnam, music by A. R. Rahman, of the genre <mask>.	 Tamil	 2018	 2017	 genre	 2015	Drama|Romance	0.0	0.0
100390	Identity Thief	Identity Thief is a movie, starring Carlos Navarro, directed by Seth Gordon, produced by Scott Stuber, screenwriter Craig Mazin, music by Christopher Lennertz, of the genre <mask>.	 genre	 comedy	 thriller	 film	 horror	Comedy|Crime	0.0	0.5
100397	The ABCs of Death	The ABCs of Death is a movie, starring Ingrid Bolsø Berdal, directed by Angela Bettis, produced by Simon Boswell, screenwriter Noboru Iguchi, music by Simon Boswell, of the genre <mask>.	 genre	 Death	 horror	 film	 series	Horror	0.0	1.0
1004	The Glimmer Man	The Glimmer Man is a movie, starring Brian Cox, directed by John Gray, produced by Steven Seagal, screenwriter Kevin Brodbin, music by Trevor Rabin, of the genre <mask>.	 1978	 2001	 genre	 1979	 1985	Action|Thriller	0.0	0.0
100440	Lore	Lore is a movie, starring Ursina Lardi, directed by Cate Shortland, produced by Liz Watts, screenwriter Cate Shortland, music by Max Richter, of the genre <mask>.	 Lore	 genre	 Desire	 Noir	 film	Drama|Thriller|War	0.0	0.0
100498	A Good Day to Die Hard	A Good Day to Die Hard is a movie, starring Bruce Willis, directed by John Moore, produced by Alex Yang, screenwriter Skip Woods, music by Marco Beltrami, of the genre <mask>.	 1985	 1984	 1979	 genre	 1981	Action|Crime|Thriller|IMAX	0.0	0.0
1005	D3: The Mighty Ducks	D3: The Mighty Ducks is a movie, starring Steven Brill, directed by Robert Lieberman, produced by Jon Avnet, screenwriter Steven Brill, music by J. A. C. Redford, of the genre <mask>.	 Duck	 D	 Ducks	 Disney	 franchise	Children|Comedy	0.0	0.0
100507	21 & Over	21 & Over is a movie, starring Justin Chon, directed by Scott Moore, produced by Ryan Kavanaugh, screenwriter Jon Lucas, music by Lyle Workman, of the genre <mask>.	 genre	 comedy	 Comedy	 variety	 film	Comedy	0.0	1.0
100515	War Witch	War Witch is a movie, starring Rachel Mwanza, directed by Kim Nguyen, produced by Pierre Even, screenwriter Kim Nguyen, music by Gabriel Yared, of the genre <mask>.	 genre	 horror	 film	 thriller	 War	Drama|War	0.0	0.5
100527	Safe Haven	Safe Haven is a movie, starring Josh Duhamel, directed by Lasse Hallström, produced by Ryan Kavanaugh, screenwriter Leslie Bohem, music by Deborah Lurie, of the genre <mask>.	 genre	 Netflix	 thriller	 Universal	 Fox	Drama|Mystery|Romance	0.0	0.0
100591	The Mind Reader	The Mind Reader is a movie, starring Warren William, directed by Roy Del Ruth, produced by Hal B. Wallis, screenwriter Robert Lord, music by Bernhard Kaun, of the genre <mask>.	 1959	 1960	 1968	 1979	 1954	Drama|Romance	0.0	0.0
1006	The Chamber	The Chamber is a movie, starring Faye Dunaway, directed by James Foley, produced by Brian Grazer, screenwriter John Grisham, music by Carter Burwell, of the genre <mask>.	 genre	 thriller	 horror	 film	 1979	Drama	0.0	0.0
100714	Before Midnight	Before Midnight is a movie, starring Ethan Hawke, directed by Richard Linklater, produced by Christos V. Konstantakopoulos, screenwriter Ethan Hawke, music by Graham Reynolds, of the genre <mask>.	 thriller	 horror	 genre	 romance	 drama	Drama|Romance	0.0	1.0
1008	Davy Crockett, King of the Wild Frontier	Davy Crockett, King of the Wild Frontier is a movie, starring Basil Ruysdael, directed by Norman Foster, produced by Walt Disney, screenwriter Tom W. Blackburn, music by George Bruns, of the genre <mask>.	 1939	 1959	 1938	 1978	 1934	Adventure|Western	0.0	0.0
1009	Escape to Witch Mountain	Escape to Witch Mountain is a movie, starring Reta Shaw, directed by John Hough, produced by Ron W. Miller, screenwriter Robert Milton Young, music by Johnny Mandel, of the genre <mask>.	 1978	 1979	 1959	 1973	 genre	Adventure|Children|Fantasy	0.0	0.0
100906	Maniac Cop 2	Maniac Cop 2 is a movie, starring Danny Trejo, directed by William Lustig, produced by Larry Cohen, screenwriter Larry Cohen, music by Jay Chattaway, of the genre <mask>.	 genre	 comedy	 franchise	 series	 films	Action|Horror|Thriller	0.0	0.0
1010	The Love Bug	The Love Bug is a movie, starring Chick Hearn, directed by Robert Stevenson, produced by Bill Walsh, screenwriter Don DaGradi, music by George Bruns, of the genre <mask>.	 1959	 1956	 1954	 1968	 1960	Children|Comedy	0.0	0.0
101025	Jack the Giant Slayer	Jack the Giant Slayer is a movie, starring Stanley Tucci, directed by Bryan Singer, produced by David Dobkin, screenwriter Christopher McQuarrie, music by John Ottman, of the genre <mask>.	 1993	 horror	 1978	 genre	 1989	Adventure|Fantasy|IMAX	0.0	0.0
101060	The Last Exorcism Part II	The Last Exorcism Part II is a movie, starring Louis Herthum, directed by Ed Gass-Donnelly, produced by Eli Roth, screenwriter Damien Chazelle, music by Michael Wandmacher, of the genre <mask>.	 horror	 genre	 franchise	 religion	 film	Horror|Thriller	0.5	0.5
101064	Verboten!	Verboten! is a movie, starring Paul Busch, directed by Samuel Fuller, produced by Samuel Fuller, screenwriter Samuel Fuller, music by Harry Sukman, of the genre <mask>.	 1959	 1968	 1954	 1939	 1978	Action|Romance|War	0.0	0.0
101068	The Solitude of Prime Numbers	The Solitude of Prime Numbers is a movie, starring Isabella Rossellini, directed by Saverio Costanzo, produced by Fausto Brizzi, screenwriter Paolo Giordano, music by Mike Patton, of the genre <mask>.	 1979	 1978	 1973	 1985	 1974	Drama	0.0	0.0
101076	G.I. Joe: Retaliation	G.I. Joe: Retaliation is a movie, starring RZA, directed by Jon M. Chu, produced by Lorenzo di Bonaventura, screenwriter Paul Wernick, music by Henry Jackman, of the genre <mask>.	 franchise	 series	 Joe	 franchises	 genre	Action|Adventure|Sci-Fi|Thriller|IMAX	0.0	0.0
101088	Stoker	Stoker is a movie, starring Nicole Kidman, directed by Park Chan-wook, produced by Tony Scott, screenwriter Wentworth Miller, music by Clint Mansell, of the genre <mask>.	 thriller	 genre	 horror	 romance	 drama	Drama|Mystery|Thriller	0.3333333333333333	0.6666666666666666
1011	Herbie Rides Again	Herbie Rides Again is a movie, starring Helen Hayes, directed by Robert Stevenson, produced by Bill Walsh, screenwriter Bill Walsh, music by George Bruns, of the genre <mask>.	 genre	 1959	 comedy	 1978	 1968	Children|Comedy|Fantasy|Romance	0.0	0.25
101112	Oz the Great and Powerful	Oz the Great and Powerful is a movie, starring Rachel Weisz, directed by Sam Raimi, produced by Joe Roth, screenwriter David Lindsay-Abaire, music by Danny Elfman, of the genre <mask>.	 Oz	 comedy	 nature	 film	 fantasy	Action|Adventure|Fantasy|IMAX	0.0	0.25
1012	Old Yeller	Old Yeller is a movie, starring Kevin Corcoran, directed by Robert Stevenson, produced by Walt Disney, screenwriter Fred Gipson, music by Oliver Wallace, of the genre <mask>.	 1959	 1939	 1978	 1961	 1953	Children|Drama	0.0	0.0
101204	The Hucksters	The Hucksters is a movie, starring Douglas Fowley, directed by Jack Conway, produced by Arthur Hornblow, screenwriter George Wells, music by Lennie Hayton, of the genre <mask>.	 1939	 1929	 1940	 1930	 1934	Drama	0.0	0.0
101207	Emperor	Emperor is a movie, starring Tommy Lee Jones, directed by Peter Webber, produced by Yōko Narahashi, screenwriter David Klass, music by Alex Heffes, of the genre <mask>.	 genre	 Akira	 Emperor	 Empire	 1978	Drama|War	0.0	0.0
101214	Genghis Khan	Genghis Khan is a movie, starring Eli Wallach, directed by Henry Levin, produced by Irving Allen, screenwriter Beverley Cross, music by Dušan Radić, of the genre <mask>.	 1979	 1968	 1945	 1915	 1914	Adventure|Drama|War	0.0	0.0
101233	The Glass Menagerie	The Glass Menagerie is a movie, starring Jane Wyman, directed by Irving Rapper, produced by Warner Bros., screenwriter Tennessee Williams, music by Max Steiner, of the genre <mask>.	 1939	 1929	 1900	 1925	 1922	Drama	0.0	0.0
101235	The Great Gatsby	The Great Gatsby is a movie, starring Macdonald Carey, directed by Elliott Nugent, produced by Richard Maibaum, screenwriter Richard Maibaum, music by Robert E. Dolan, of the genre <mask>.	 1925	 1959	 1960	 1963	 1961	Drama	0.0	0.0
101247	Westward the Women	Westward the Women is a movie, starring Robert Taylor, directed by William A. Wellman, produced by Dore Schary, screenwriter Frank Capra, music by Jeff Alexander, of the genre <mask>.	 1959	 1978	 1968	 1979	 1973	Drama|Western	0.0	0.0
101262	Geek Charming	Geek Charming is a movie, starring Sasha Pieterse, directed by Jeffrey Hornaday, produced by Tracey Jeffrey, screenwriter Elizabeth Hackett, music by Nathan Wang, of the genre <mask>.	 romance	 genre	 comedy	 fantasy	 2001	Comedy	0.0	1.0
101283	The Incredible Burt Wonderstone	The Incredible Burt Wonderstone is a movie, starring Alan Arkin, directed by Don Scardino, produced by Steve Carell, screenwriter John Francis Daley, music by Lyle Workman, of the genre <mask>.	 comedy	 2001	 1989	 1978	 1981	Comedy	1.0	1.0
101287	The Red Spectacles	The Red Spectacles is a movie, starring Hideyo Amamoto, directed by Mamoru Oshii, produced by Shigeharu Shiba, screenwriter Mamoru Oshii, music by Kenji Kawai, of the genre <mask>.	 genre	 Akira	 2001	 film	 2005	Comedy|Drama|Sci-Fi	0.0	0.0
101296	I'm So Excited	I'm So Excited is a movie, starring Penélope Cruz, directed by Pedro Almodóvar, produced by Agustín Almodóvar, screenwriter Pedro Almodóvar, music by Alberto Iglesias, of the genre <mask>.	 2001	 1978	 1985	 1981	 1979	Comedy	0.0	0.0
1013	The Parent Trap	The Parent Trap is a movie, starring Cathleen Nesbitt, directed by David Swift, produced by Walt Disney, screenwriter David Swift, music by Paul Smith, of the genre <mask>.	 1978	 2001	 1979	 Disney	 1985	Children|Comedy|Romance	0.0	0.0
101319	Operation Daybreak	Operation Daybreak is a movie, starring Jaroslav Drbohlav, directed by Lewis Gilbert, produced by Carter DeHaven, screenwriter Ronald Harwood, music by David Hentschel, of the genre <mask>.	 genre	 1979	 1977	 1978	 1984	War	0.0	0.0
101362	Olympus Has Fallen	Olympus Has Fallen is a movie, starring Dylan McDermott, directed by Antoine Fuqua, produced by Gerard Butler, screenwriter Creighton Rothenberger, music by Trevor Morris, of the genre <mask>.	 genre	 Olympus	 thriller	 Hercules	 Thor	Action|Thriller	0.0	0.5
1014	Pollyanna	Pollyanna is a movie, starring Karl Malden, directed by David Swift, produced by Walt Disney, screenwriter David Swift, music by Paul Smith, of the genre <mask>.	 Disney	 1978	 1959	 1979	 1981	Children|Comedy|Drama	0.0	0.0
101400	Abraham Lincoln	Abraham Lincoln is a movie, starring Frank Campeau, directed by D. W. Griffith, produced by Joseph M. Schenck, screenwriter Stephen Vincent Benét, music by Hugo Riesenfeld, of the genre <mask>.	 1939	 1915	 1941	 1945	 1956	Drama|War	0.0	0.0
101450	The Kiss	The Kiss is a movie, starring Greta Garbo, directed by Jacques Feyder, produced by Irving Thalberg, screenwriter Hanns Kräly, music by Rudolf Friml, of the genre <mask>.	 1939	 1956	 1959	 1954	 1938	Drama|Romance	0.0	0.0
101485	Upper World	Upper World is a movie, starring Ginger Rogers, directed by Roy Del Ruth, produced by Hal B. Wallis, screenwriter Ben Hecht, music by Bernhard Kaun, of the genre <mask>.	 1959	 1954	 1939	 1956	 1953	Drama	0.0	0.0
101498	In the House	In the House is a movie, starring Emmanuelle Seigner, directed by François Ozon, produced by Claudie Ossard, screenwriter François Ozon, music by Philippe Rombi, of the genre <mask>.	 2001	 1978	 2005	 1985	 1979	Comedy|Drama|Mystery|Thriller	0.0	0.0
101577	The Host	The Host is a movie, starring Frances Fisher, directed by Andrew Niccol, produced by Stephenie Meyer, screenwriter Stephenie Meyer, music by Antonio Pinto, of the genre <mask>.	 horror	 genre	 thriller	 Horror	 series	Action|Adventure|Romance	0.0	0.0
101595	A Breed Apart	A Breed Apart is a movie, starring Powers Boothe, directed by Philippe Mora, produced by John Daly, screenwriter Paul Wheeler, music by Maurice Gibb, of the genre <mask>.	 genre	 1979	 1978	 1968	 1973	Action|Drama	0.0	0.0
1016	The Shaggy Dog	The Shaggy Dog is a movie, starring Jean Hagen, directed by Charles Barton, produced by Walt Disney, screenwriter Bill Walsh, music by Paul Smith, of the genre <mask>.	 1959	 1939	 1954	 Disney	 1940	Children|Comedy	0.0	0.0
101627	Confidential Agent	Confidential Agent is a movie, starring Charles Boyer, directed by Herman Shumlin, produced by Robert Buckner, screenwriter Robert Buckner, music by Franz Waxman, of the genre <mask>.	 1959	 1956	 1954	 1961	 1953	Drama|Thriller	0.0	0.0
101648	The Flat	The Flat is a movie, starring Yoni Rechter, directed by Arnon Goldfinger, produced by Thomas Kufus, screenwriter Arnon Goldfinger, music by Yoni Rechter, of the genre <mask>.	 genre	 2001	 film	 2005	 2006	Documentary	0.0	0.0
101653	Magadheera	Magadheera is a movie, starring Kajal Aggarwal, directed by S. S. Rajamouli, produced by B. V. S. N. Prasad, screenwriter S. S. Rajamouli, music by M. M. Keeravani, of the genre <mask>.	 Tamil	 2017	 2015	 genre	 2018	Action|Adventure|Fantasy|Romance	0.0	0.0
101664	Hey Ram	Hey Ram is a movie, starring Shah Rukh Khan, directed by Kamal Haasan, produced by Kamal Haasan, screenwriter Kamal Haasan, music by Ilaiyaraaja, of the genre <mask>.	 2014	 2018	 2017	 2005	 2015	Drama	0.0	0.0
101666	A Night in Heaven	A Night in Heaven is a movie, starring Andy Garcia, directed by John G. Avildsen, produced by Hawk Koch, screenwriter Joan Tewkesbury, music by Jan Hammer, of the genre <mask>.	 1979	 1978	 1959	 1968	 1973	Drama|Romance	0.0	0.0
101674	The Ghost Galleon	The Ghost Galleon is a movie, starring Blanca Estrada, directed by Amando de Ossorio Rodríguez, produced by José Luis Bermúdez, screenwriter Amando de Ossorio Rodríguez, music by Antón García Abril, of the genre <mask>.	 1978	 2001	 1977	 1979	 2005	Horror	0.0	0.0
1017	Swiss Family Robinson	Swiss Family Robinson is a movie, starring Janet Munro, directed by Ken Annakin, produced by Walt Disney, screenwriter Lowell S. Hawley, music by William Alwyn, of the genre <mask>.	 1959	 1960	 1961	 1978	 1956	Adventure|Children	0.0	0.0
101719	Koi... Mil Gaya	Koi... Mil Gaya is a movie, starring Hrithik Roshan, directed by Rakesh Roshan, produced by Rakesh Roshan, screenwriter Sachin Bhowmick, music by Rajesh Roshan, of the genre <mask>.	 comedy	 2018	 Comedy	 2015	 2017	Action|Adventure|Fantasy|Sci-Fi	0.0	0.0
101739	Evil Dead	Evil Dead is a movie, starring Lorenzo Lamas, directed by Fede Álvarez, produced by Bruce Campbell, screenwriter Diablo Cody, music by Roque Baños, of the genre <mask>.	 horror	 film	 franchise	 genre	 series	Horror	1.0	1.0
101741	Trance	Trance is a movie, starring James McAvoy, directed by Danny Boyle, produced by Christian Colson, screenwriter Joe Ahearne, music by Rick Smith, of the genre <mask>.	 romance	 thriller	 genre	 Trance	 Romance	Crime|Thriller	0.0	0.5
101747	The War of the Gargantuas	The War of the Gargantuas is a movie, starring Russ Tamblyn, directed by Ishirō Honda, produced by Tomoyuki Tanaka, screenwriter Ishirō Honda, music by Akira Ifukube, of the genre <mask>.	 Godzilla	 2001	 1978	 Akira	 1979	Horror|Sci-Fi	0.0	0.0
1018	That Darn Cat!	That Darn Cat! is a movie, starring Frank Gorshin, directed by Robert Stevenson, produced by Walt Disney, screenwriter Bill Walsh, music by Sherman Brothers, of the genre <mask>.	 1978	 1959	 1939	 Disney	 1961	Children|Comedy|Mystery	0.0	0.0
101812	The Mountain	The Mountain is a movie, starring Spencer Tracy, directed by Edward Dmytryk, produced by Edward Dmytryk, screenwriter Ranald MacDougall, music by Daniele Amfitheatrof, of the genre <mask>.	 1968	 1973	 1959	 1972	 1956	Adventure|Drama	0.0	0.0
101820	The Fighting Prince of Donegal	The Fighting Prince of Donegal is a movie, starring Maurice Roëves, directed by Michael O'Herlihy, produced by Walt Disney, screenwriter Robert Westerby, music by George Bruns, of the genre <mask>.	 1959	 1939	 1938	 1954	 1953	Action|Adventure	0.0	0.0
101827	Don't Make Waves	Don't Make Waves is a movie, starring Claudia Cardinale, directed by Alexander Mackendrick, produced by John Calley, screenwriter Terry Southern, music by Vic Mizzy, of the genre <mask>.	 1979	 1978	 1985	 1974	 1981	Comedy	0.0	0.0
101864	Oblivion	Oblivion is a movie, starring Morgan Freeman, directed by Joseph Kosinski, produced by Joseph Kosinski, screenwriter Michael Arndt, music by M83, of the genre <mask>.	 horror	 thriller	 2001	 film	 1984	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
101880	Siberian Education	Siberian Education is a movie, starring Stefano Rulli, directed by Gabriele Salvatores, produced by Riccardo Tozzi, screenwriter Gabriele Salvatores, music by Mauro Pagani, of the genre <mask>.	 2001	 2000	 1999	 1979	 2005	Drama	0.0	0.0
101884	Dark Tide	Dark Tide is a movie, starring Ralph Brown, directed by John Stockwell, produced by Jeanette B. Milio, screenwriter Ronnie Christensen, music by Mark Sayfritz, of the genre <mask>.	 genre	 1979	 1978	 1973	 1977	Adventure|Drama|Thriller	0.0	0.0
101895	42	42 is a movie, starring Rhoda Griffis, directed by Brian Helgeland, produced by Thomas Tull, screenwriter Brian Helgeland, music by Mark Isham, of the genre <mask>.	 42	 1942	 genre	 horror	 40	Drama	0.0	0.0
1019	20,000 Leagues Under the Sea	20,000 Leagues Under the Sea is a movie, starring Kirk Douglas, directed by Richard Fleischer, produced by Walt Disney, screenwriter Earl Felton, music by Al Hoffman, of the genre <mask>.	 1978	 1959	 1979	 1939	 1981	Adventure|Drama|Sci-Fi	0.0	0.0
101942	Love Is All You Need	Love Is All You Need is a movie, starring Sebastian Jessen, directed by Susanne Bier, produced by Vibeke Windeløv, screenwriter Susanne Bier, music by Johan Söderqvist, of the genre <mask>.	 Love	 2014	 2001	 romance	 2005	Comedy|Drama|Romance	0.0	0.3333333333333333
1020	Cool Runnings	Cool Runnings is a movie, starring Peter Outerbridge, directed by Jon Turteltaub, produced by Dawn Steel, screenwriter Michael Goldberg, music by Hans Zimmer, of the genre <mask>.	 1985	 1984	 1986	 1989	 Disney	Comedy	0.0	0.0
102033	Pain & Gain	Pain & Gain is a movie, starring Dwayne Johnson, directed by Michael Bay, produced by Michael Bay, screenwriter Christopher Markus and Stephen McFeely, music by Steve Jablonsky, of the genre <mask>.	 genre	 franchise	 comedy	 trilogy	 Bay	Action|Comedy|Crime	0.0	0.3333333333333333
102047	The Bride Came C.O.D.	The Bride Came C.O.D. is a movie, starring Bette Davis, directed by William Keighley, produced by Hal B. Wallis, screenwriter Philip G. Epstein, music by Max Steiner, of the genre <mask>.	 1959	 1954	 1956	 1953	 1963	Comedy|Romance	0.0	0.0
102088	The Grandmaster	The Grandmaster is a movie, starring Zhang Ziyi, directed by Wong Kar-wai, produced by Wong Kar-wai, screenwriter Wong Kar-wai, music by Shigeru Umebayashi, of the genre <mask>.	 2015	 film	 genre	 2016	 Zhang	Action|Drama|IMAX	0.0	0.0
1021	Angels in the Outfield	Angels in the Outfield is a movie, starring Christopher Lloyd, directed by William Dear, produced by Joe Roth, screenwriter Holly Goldberg Sloan, music by Randy Edelman, of the genre <mask>.	 1979	 1978	 1985	 1984	 2001	Children|Comedy	0.0	0.0
102109	Polly of the Circus	Polly of the Circus is a movie, starring Clark Gable, directed by Alfred Santell, produced by Marion Davies, screenwriter Carey Wilson, music by William Axt, of the genre <mask>.	 1939	 1929	 1930	 1928	 1935	Comedy|Drama|Fantasy	0.0	0.0
102123	This Is the End	This Is the End is a movie, starring Rihanna, directed by Seth Rogen, produced by Seth Rogen, screenwriter Seth Rogen, music by Henry Jackman, of the genre <mask>.	 genre	 2018	 2017	 2014	 2015	Action|Comedy	0.0	0.0
102125	Iron Man 3	Iron Man 3 is a movie, starring Bill Maher, directed by Shane Black, produced by Kevin Feige, screenwriter Stan Lee, music by Brian Tyler, of the genre <mask>.	 franchise	 Marvel	 Avengers	 films	 superheroes	Action|Sci-Fi|Thriller|IMAX	0.0	0.0
102131	Valentino	Valentino is a movie, starring Rudolf Nureyev, directed by Ken Russell, produced by Robert Chartoff, screenwriter Ken Russell, music by Stanley Black, of the genre <mask>.	 romance	 1939	 1959	 1956	 1941	Drama	0.0	0.0
102138	The Black Camel	The Black Camel is a movie, starring Bela Lugosi, directed by Hamilton MacFadden, produced by Hamilton MacFadden, screenwriter Dudley Nichols, music by Samuel Kaylin, of the genre <mask>.	 1915	 1939	 1929	 1920	 1925	Crime|Drama|Horror|Mystery|Thriller	0.0	0.0
102174	Day of the Falcon	Day of the Falcon is a movie, starring Freida Pinto, directed by Jean-Jacques Annaud, produced by Tarak Ben Ammar, screenwriter Jean-Jacques Annaud, music by James Horner, of the genre <mask>.	 2001	 1979	 2002	 2005	 2000	Adventure|Drama	0.0	0.0
102303	Ovosodo	Ovosodo is a movie, starring Nicoletta Braschi, directed by Paolo Virzì, produced by Vittorio Cecchi Gori, screenwriter Paolo Virzì, music by Battista Lena, of the genre <mask>.	 horror	 comedy	 Romance	 thriller	 romance	Comedy|Drama	0.0	0.5
102373	Tomorrow, the World	Tomorrow, the World is a movie, starring Fredric March, directed by Leslie Fenton, produced by Lester Cowan, screenwriter Ring Lardner, music by Louis Applebaum, of the genre <mask>.	 1939	 1959	 1956	 1954	 1960	Drama	0.0	0.0
1024	The Three Caballeros	The Three Caballeros is a movie, starring Aurora Miranda, directed by Norm Ferguson, produced by Walt Disney, screenwriter Bill Peet, music by Paul Smith, of the genre <mask>.	 1959	 Disney	 1939	 1956	 1961	Animation|Children|Musical	0.0	0.0
102407	The Great Gatsby	The Great Gatsby is a movie, starring Amitabh Bachchan, directed by Baz Luhrmann, produced by Baz Luhrmann, screenwriter Baz Luhrmann, music by Craig Armstrong, of the genre <mask>.	 2004	 2005	 2008	 2007	 2009	Drama	0.0	0.0
102445	Star Trek Into Darkness	Star Trek Into Darkness is a movie, starring Bill Hader, directed by J. J. Abrams, produced by J. J. Abrams, screenwriter Damon Lindelof, music by Michael Giacchino, of the genre <mask>.	 franchise	 series	 universe	 Trek	 genre	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
102456	An American Romance	An American Romance is a movie, starring Snub Pollard, directed by King Vidor, produced by King Vidor, screenwriter William Ludwig, music by Louis Gruenberg, of the genre <mask>.	 1939	 1929	 1959	 1920	 1928	Drama	0.0	0.0
102481	The Internship	The Internship is a movie, starring Aasif Mandvi, directed by Shawn Levy, produced by Vince Vaughn, screenwriter Vince Vaughn, music by Christophe Beck, of the genre <mask>.	 genre	 Vaughn	 franchise	 Universal	 Fox	Comedy	0.0	0.0
102483	Bliss	Bliss is a movie, starring Özgü Namal, directed by Abdullah Oğuz, produced by Abdullah Oğuz, screenwriter Zülfü Livaneli, music by Zülfü Livaneli, of the genre <mask>.	 Turkish	 2015	 drama	 thriller	 film	Drama	0.0	1.0
102535	Sissi – The Young Empress	Sissi – The Young Empress is a movie, starring Josef Meinrad, directed by Ernst Marischka, produced by Ernst Marischka, screenwriter Ernst Marischka, music by Anton Profes, of the genre <mask>.	 1956	 1968	 1979	 1959	 1984	Drama	0.0	0.0
