ID	__name__	probes_0	prediction_1	prediction_2	prediction_3	prediction_4	prediction_5	labels	R@1	R@5
100397	The ABCs of Death	The ABCs of Death is a movie, of the genre [MASK].	horror	fiction	dracula	thriller	suspense	Horror	1.0	1.0
1004	The Glimmer Man	The Glimmer Man is a movie, of the genre [MASK].	horror	noir	fantasy	comedy	batman	Action|Thriller	0.0	0.0
100440	Lore	Lore is a movie, of the genre [MASK].	anime	horror	drama	vampire	genre	Drama|Thriller|War	0.0	0.3333333333333333
100498	A Good Day to Die Hard	A Good Day to Die Hard is a movie, of the genre [MASK].	comedy	thriller	noir	horror	drama	Action|Crime|Thriller|IMAX	0.0	0.25
1005	D3: The Mighty Ducks	D3: The Mighty Ducks is a movie, of the genre [MASK].	animation	duck	animated	batman	3d	Children|Comedy	0.0	0.0
100507	21 & Over	21 & Over is a movie, of the genre [MASK].	comedy	thriller	drama	pop	genre	Comedy	1.0	1.0
100515	War Witch	War Witch is a movie, of the genre [MASK].	horror	anime	witch	fantasy	war	Drama|War	0.0	0.5
100527	Safe Haven	Safe Haven is a movie, of the genre [MASK].	thriller	drama	horror	noir	comedy	Drama|Mystery|Romance	0.0	0.3333333333333333
100591	The Mind Reader	The Mind Reader is a movie, of the genre [MASK].	thriller	fiction	cinema	horror	fantasy	Drama|Romance	0.0	0.0
1006	The Chamber	The Chamber is a movie, of the genre [MASK].	cinema	comedy	film	drama	fiction	Drama	0.0	1.0
100714	Before Midnight	Before Midnight is a movie, of the genre [MASK].	comedy	thriller	drama	cinema	noir	Drama|Romance	0.0	0.5
1008	Davy Crockett, King of the Wild Frontier	Davy Crockett, King of the Wild Frontier is a movie, of the genre [MASK].	western	cowboy	tex	genre	frontier	Adventure|Western	0.5	0.5
1009	Escape to Witch Mountain	Escape to Witch Mountain is a movie, of the genre [MASK].	adventure	horror	noir	comedy	thriller	Adventure|Children|Fantasy	0.3333333333333333	0.3333333333333333
100906	Maniac Cop 2	Maniac Cop 2 is a movie, of the genre [MASK].	cop	csi	thriller	batman	sgt	Action|Horror|Thriller	0.0	0.3333333333333333
1010	The Love Bug	The Love Bug is a movie, of the genre [MASK].	comedy	romance	horror	thriller	genre	Children|Comedy	0.5	0.5
101025	Jack the Giant Slayer	Jack the Giant Slayer is a movie, of the genre [MASK].	batman	horror	superhero	noir	jack	Adventure|Fantasy|IMAX	0.0	0.0
101060	The Last Exorcism Part II	The Last Exorcism Part II is a movie, of the genre [MASK].	horror	noir	dracula	supernatural	thriller	Horror|Thriller	0.5	1.0
101064	Verboten!	Verboten! is a movie, of the genre [MASK].	comedy	drama	film	cinema	german	Action|Romance|War	0.0	0.0
101068	The Solitude of Prime Numbers	The Solitude of Prime Numbers is a movie, of the genre [MASK].	comedy	thriller	fiction	drama	noir	Drama	0.0	1.0
101076	G.I. Joe: Retaliation	G.I. Joe: Retaliation is a movie, of the genre [MASK].	sgt	transformers	franchise	vs	mma	Action|Adventure|Sci-Fi|Thriller|IMAX	0.0	0.0
101088	Stoker	Stoker is a movie, of the genre [MASK].	horror	dracula	genre	sf	drama	Drama|Mystery|Thriller	0.0	0.3333333333333333
1011	Herbie Rides Again	Herbie Rides Again is a movie, of the genre [MASK].	comedy	noir	peanuts	jazz	batman	Children|Comedy|Fantasy|Romance	0.25	0.25
101112	Oz the Great and Powerful	Oz the Great and Powerful is a movie, of the genre [MASK].	oz	noir	mythology	adventure	fantasy	Action|Adventure|Fantasy|IMAX	0.0	0.5
1012	Old Yeller	Old Yeller is a movie, of the genre [MASK].	comedy	horror	genre	drama	noir	Children|Drama	0.0	0.5
101204	The Hucksters	The Hucksters is a movie, of the genre [MASK].	comedy	war	sgt	horror	noir	Drama	0.0	0.0
101207	Emperor	Emperor is a movie, of the genre [MASK].	emperor	film	opera	anime	[UNK]	Drama|War	0.0	0.0
101214	Genghis Khan	Genghis Khan is a movie, of the genre [MASK].	drama	war	comedy	khan	film	Adventure|Drama|War	0.3333333333333333	0.6666666666666666
101233	The Glass Menagerie	The Glass Menagerie is a movie, of the genre [MASK].	noir	horror	comedy	cinema	dracula	Drama	0.0	0.0
101235	The Great Gatsby	The Great Gatsby is a movie, of the genre [MASK].	adventure	fantasia	comedy	fantasy	genre	Drama	0.0	0.0
101247	Westward the Women	Westward the Women is a movie, of the genre [MASK].	comedy	drama	cinema	genre	film	Drama|Western	0.0	0.5
101262	Geek Charming	Geek Charming is a movie, of the genre [MASK].	comedy	thriller	rpg	horror	anime	Comedy	1.0	1.0
101283	The Incredible Burt Wonderstone	The Incredible Burt Wonderstone is a movie, of the genre [MASK].	comedy	batman	adventure	superhero	superman	Comedy	1.0	1.0
101287	The Red Spectacles	The Red Spectacles is a movie, of the genre [MASK].	comedy	cinema	noir	drama	horror	Comedy|Drama|Sci-Fi	0.3333333333333333	0.6666666666666666
101296	I'm So Excited	I'm So Excited is a movie, of the genre [MASK].	here	itself	unknown	too	now	Comedy	0.0	0.0
1013	The Parent Trap	The Parent Trap is a movie, of the genre [MASK].	noir	horror	comedy	thriller	genre	Children|Comedy|Romance	0.0	0.3333333333333333
101319	Operation Daybreak	Operation Daybreak is a movie, of the genre [MASK].	thriller	noir	drama	csi	terrorism	War	0.0	0.0
101362	Olympus Has Fallen	Olympus Has Fallen is a movie, of the genre [MASK].	drama	noir	comedy	horror	thriller	Action|Thriller	0.0	0.5
1014	Pollyanna	Pollyanna is a movie, of the genre [MASK].	comedy	drama	romance	genre	film	Children|Comedy|Drama	0.3333333333333333	0.6666666666666666
101400	Abraham Lincoln	Abraham Lincoln is a movie, of the genre [MASK].	comedy	drama	film	noir	fiction	Drama|War	0.0	0.5
101450	The Kiss	The Kiss is a movie, of the genre [MASK].	romance	kiss	tango	film	comedy	Drama|Romance	0.5	0.5
101485	Upper World	Upper World is a movie, of the genre [MASK].	thriller	drama	comedy	film	horror	Drama	0.0	1.0
101498	In the House	In the House is a movie, of the genre [MASK].	comedy	thriller	noir	drama	horror	Comedy|Drama|Mystery|Thriller	0.25	0.75
101577	The Host	The Host is a movie, of the genre [MASK].	comedy	genre	cinema	film	movies	Action|Adventure|Romance	0.0	0.0
101595	A Breed Apart	A Breed Apart is a movie, of the genre [MASK].	comedy	drama	noir	thriller	horror	Action|Drama	0.0	0.5
1016	The Shaggy Dog	The Shaggy Dog is a movie, of the genre [MASK].	shaggy	comedy	adventure	canine	animated	Children|Comedy	0.0	0.5
101627	Confidential Agent	Confidential Agent is a movie, of the genre [MASK].	thriller	noir	spy	drama	cop	Drama|Thriller	0.5	1.0
101648	The Flat	The Flat is a movie, of the genre [MASK].	comedy	cinema	drama	film	thriller	Documentary	0.0	0.0
101653	Magadheera	Magadheera is a movie, of the genre [MASK].	drama	bollywood	comedy	film	cinema	Action|Adventure|Fantasy|Romance	0.0	0.0
101664	Hey Ram	Hey Ram is a movie, of the genre [MASK].	comedy	cinema	bollywood	drama	film	Drama	0.0	1.0
101666	A Night in Heaven	A Night in Heaven is a movie, of the genre [MASK].	noir	horror	comedy	thriller	vampire	Drama|Romance	0.0	0.0
101674	The Ghost Galleon	The Ghost Galleon is a movie, of the genre [MASK].	horror	ghost	ghosts	noir	suspense	Horror	1.0	1.0
1017	Swiss Family Robinson	Swiss Family Robinson is a movie, of the genre [MASK].	robinson	comedy	adventure	family	swiss	Adventure|Children	0.0	0.5
101719	Koi... Mil Gaya	Koi... Mil Gaya is a movie, of the genre [MASK].	.	drama	film	[UNK]	of	Action|Adventure|Fantasy|Sci-Fi	0.0	0.0
101739	Evil Dead	Evil Dead is a movie, of the genre [MASK].	horror	anime	thriller	noir	genre	Horror	1.0	1.0
101741	Trance	Trance is a movie, of the genre [MASK].	trance	dance	film	genre	anime	Crime|Thriller	0.0	0.0
101747	The War of the Gargantuas	The War of the Gargantuas is a movie, of the genre [MASK].	comedy	horror	war	noir	adventure	Horror|Sci-Fi	0.0	0.5
1018	That Darn Cat!	That Darn Cat! is a movie, of the genre [MASK].	comedy	cats	cat	animal	horror	Children|Comedy|Mystery	0.3333333333333333	0.3333333333333333
101812	The Mountain	The Mountain is a movie, of the genre [MASK].	film	thriller	adventure	drama	comedy	Adventure|Drama	0.0	1.0
101820	The Fighting Prince of Donegal	The Fighting Prince of Donegal is a movie, of the genre [MASK].	comedy	anime	batman	war	manga	Action|Adventure	0.0	0.0
101827	Don't Make Waves	Don't Make Waves is a movie, of the genre [MASK].	comedy	surfing	genre	thriller	drama	Comedy	1.0	1.0
101864	Oblivion	Oblivion is a movie, of the genre [MASK].	oblivion	amnesia	film	genre	noir	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
101880	Siberian Education	Siberian Education is a movie, of the genre [MASK].	film	documentary	anime	frozen	school	Drama	0.0	0.0
101884	Dark Tide	Dark Tide is a movie, of the genre [MASK].	thriller	genre	noir	horror	fiction	Adventure|Drama|Thriller	0.3333333333333333	0.3333333333333333
101895	42	42 is a movie, of the genre [MASK].	comedy	film	drama	cinema	thriller	Drama	0.0	1.0
1019	20,000 Leagues Under the Sea	20,000 Leagues Under the Sea is a movie, of the genre [MASK].	adventure	pirates	thriller	fantasy	titanic	Adventure|Drama|Sci-Fi	0.3333333333333333	0.3333333333333333
101942	Love Is All You Need	Love Is All You Need is a movie, of the genre [MASK].	genre	romance	love	thriller	drama	Comedy|Drama|Romance	0.0	0.6666666666666666
1020	Cool Runnings	Cool Runnings is a movie, of the genre [MASK].	comedy	thriller	horror	genre	batman	Comedy	1.0	1.0
102033	Pain & Gain	Pain & Gain is a movie, of the genre [MASK].	comedy	drama	thriller	film	horror	Action|Comedy|Crime	0.3333333333333333	0.3333333333333333
102047	The Bride Came C.O.D.	The Bride Came C.O.D. is a movie, of the genre [MASK].	comedy	romance	horror	drama	film	Comedy|Romance	0.5	1.0
102088	The Grandmaster	The Grandmaster is a movie, of the genre [MASK].	film	cinema	comedy	thriller	horror	Action|Drama|IMAX	0.0	0.0
1021	Angels in the Outfield	Angels in the Outfield is a movie, of the genre [MASK].	noir	baseball	comedy	drama	genre	Children|Comedy	0.0	0.5
102109	Polly of the Circus	Polly of the Circus is a movie, of the genre [MASK].	comedy	circus	drama	comedies	vaudeville	Comedy|Drama|Fantasy	0.3333333333333333	0.6666666666666666
102123	This Is the End	This Is the End is a movie, of the genre [MASK].	genre	film	itself	cinema	movies	Action|Comedy	0.0	0.0
102125	Iron Man 3	Iron Man 3 is a movie, of the genre [MASK].	superhero	batman	thor	transformers	hulk	Action|Sci-Fi|Thriller|IMAX	0.0	0.0
102131	Valentino	Valentino is a movie, of the genre [MASK].	film	comedy	cinema	genre	opera	Drama	0.0	0.0
102138	The Black Camel	The Black Camel is a movie, of the genre [MASK].	noir	comedy	bollywood	cleopatra	cinema	Crime|Drama|Horror|Mystery|Thriller	0.0	0.0
102174	Day of the Falcon	Day of the Falcon is a movie, of the genre [MASK].	adventure	rpg	drama	noir	war	Adventure|Drama	0.5	1.0
102303	Ovosodo	Ovosodo is a movie, of the genre [MASK].	comedy	drama	cinema	film	comedies	Comedy|Drama	0.5	1.0
102373	Tomorrow, the World	Tomorrow, the World is a movie, of the genre [MASK].	today	film	cinema	comedy	tomorrow	Drama	0.0	0.0
1024	The Three Caballeros	The Three Caballeros is a movie, of the genre [MASK].	comedy	drama	noir	cinema	tango	Animation|Children|Musical	0.0	0.0
102407	The Great Gatsby	The Great Gatsby is a movie, of the genre [MASK].	adventure	fantasia	comedy	fantasy	genre	Drama	0.0	0.0
102445	Star Trek Into Darkness	Star Trek Into Darkness is a movie, of the genre [MASK].	noir	genre	trilogy	trek	franchise	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
102456	An American Romance	An American Romance is a movie, of the genre [MASK].	romance	drama	suspense	fiction	genre	Drama	0.0	1.0
102481	The Internship	The Internship is a movie, of the genre [MASK].	film	genre	comedy	cinema	drama	Comedy	0.0	1.0
102483	Bliss	Bliss is a movie, of the genre [MASK].	bliss	cinema	drama	thriller	film	Drama	0.0	1.0
102535	Sissi – The Young Empress	Sissi – The Young Empress is a movie, of the genre [MASK].	drama	comedy	[UNK]	cinema	film	Drama	1.0	1.0
1026	So Dear to My Heart	So Dear to My Heart is a movie, of the genre [MASK].	unknown	genre	itself	today	here	Children|Drama	0.0	0.0
102684	Only God Forgives	Only God Forgives is a movie, of the genre [MASK].	comedy	christian	jesus	drama	god	Drama|Thriller	0.0	0.5
102686	The Hangover Part III	The Hangover Part III is a movie, of the genre [MASK].	comedy	horror	thriller	drama	genre	Comedy	1.0	1.0
1027	Robin Hood: Prince of Thieves	Robin Hood: Prince of Thieves is a movie, of the genre [MASK].	batman	adventure	robin	noir	fantasy	Adventure|Drama	0.0	0.5
102747	The Rink	The Rink is a movie, of the genre [MASK].	comedy	cinema	drama	film	genre	Comedy	1.0	1.0
1028	Mary Poppins	Mary Poppins is a movie, of the genre [MASK].	cinderella	fantasia	comedy	christmas	drama	Children|Comedy|Fantasy|Musical	0.0	0.25
102819	Behind the Candelabra	Behind the Candelabra is a movie, of the genre [MASK].	comedy	noir	cinema	tango	drama	Drama	0.0	1.0
102856	3096 Days	3096 Days is a movie, of the genre [MASK].	comedy	drama	anime	thriller	film	Drama	0.0	1.0
102880	After Earth	After Earth is a movie, of the genre [MASK].	anime	thriller	drama	vampire	genre	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
102903	Now You See Me	Now You See Me is a movie, of the genre [MASK].	unknown	itself	genre	noir	comedy	Crime|Mystery|Thriller	0.0	0.0
102947	A Walk with Love and Death	A Walk with Love and Death is a movie, of the genre [MASK].	thriller	horror	noir	comedy	drama	Drama	0.0	1.0
102965	Attack on the Iron Coast	Attack on the Iron Coast is a movie, of the genre [MASK].	war	horror	noir	adventure	godzilla	Action|Drama|War	0.3333333333333333	0.3333333333333333
102993	The Way, Way Back	The Way, Way Back is a movie, of the genre [MASK].	genre	film	comedy	itself	cinema	Comedy|Drama	0.0	0.5
103006	Penthouse	Penthouse is a movie, of the genre [MASK].	penthouse	playboy	batman	thriller	film	Comedy|Crime|Drama	0.0	0.0
103017	The Body	The Body is a movie, of the genre [MASK].	film	horror	cinema	thriller	drama	Mystery|Thriller	0.0	0.5
103027	Much Ado About Nothing	Much Ado About Nothing is a movie, of the genre [MASK].	genre	itself	comedy	variety	film	Comedy|Drama|Romance	0.0	0.3333333333333333
103030	Any Day Now	Any Day Now is a movie, of the genre [MASK].	comedy	genre	drama	film	cinema	Drama	0.0	1.0
103042	Man of Steel	Man of Steel is a movie, of the genre [MASK].	thriller	comedy	war	noir	drama	Action|Adventure|Fantasy|Sci-Fi|IMAX	0.0	0.0
103083	The Reluctant Fundamentalist	The Reluctant Fundamentalist is a movie, of the genre [MASK].	horror	film	thriller	religion	terrorism	Drama	0.0	0.0
1031	Bedknobs and Broomsticks	Bedknobs and Broomsticks is a movie, of the genre [MASK].	comedy	horror	anime	drama	genre	Adventure|Children|Musical	0.0	0.0
103105	Tetsuo: The Bullet Man	Tetsuo: The Bullet Man is a movie, of the genre [MASK].	manga	samurai	anime	[UNK]	genre	Action|Horror|Sci-Fi	0.0	0.0
103137	The Bling Ring	The Bling Ring is a movie, of the genre [MASK].	comedy	horror	noir	drama	thriller	Crime|Drama	0.0	0.5
103219	Maniac	Maniac is a movie, of the genre [MASK].	horror	mania	thriller	anime	drama	Horror|Thriller	0.5	1.0
103228	Pacific Rim	Pacific Rim is a movie, of the genre [MASK].	comedy	drama	noir	genre	thriller	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
103243	Ada	Ada is a movie, of the genre [MASK].	ada	cinema	movies	film	movie	Drama	0.0	0.0
103249	World War Z	World War Z is a movie, of the genre [MASK].	war	wwii	comedy	horror	anime	Action|Drama|Horror|IMAX	0.0	0.25
103253	Elysium	Elysium is a movie, of the genre [MASK].	noir	horror	cleopatra	cinema	fantasy	Action|Drama|Sci-Fi|IMAX	0.0	0.0
103266	Mr. Moto's Gamble	Mr. Moto's Gamble is a movie, of the genre [MASK].	comedy	gambling	gangster	thriller	noir	Crime|Drama|Mystery	0.0	0.0
103306	Europa Report	Europa Report is a movie, of the genre [MASK].	thriller	documentary	film	drama	europa	Sci-Fi|Thriller	0.5	0.5
103333	Blutzbrüdaz	Blutzbrüdaz is a movie, of the genre [MASK].	comedy	drama	cinema	film	comedies	Comedy	1.0	1.0
103341	The World's End	The World's End is a movie, of the genre [MASK].	horror	noir	thriller	comedy	genre	Action|Comedy|Sci-Fi	0.0	0.3333333333333333
103366	Redemption	Redemption is a movie, of the genre [MASK].	redemption	film	genre	thriller	horror	Action|Crime|Thriller	0.0	0.3333333333333333
103372	The Heat	The Heat is a movie, of the genre [MASK].	comedy	film	thriller	horror	genre	Action|Comedy|Crime	0.3333333333333333	0.3333333333333333
103380	Very Important Person	Very Important Person is a movie, of the genre [MASK].	movie	film	category	genre	,	Comedy|Drama	0.0	0.0
103384	The Lone Ranger	The Lone Ranger is a movie, of the genre [MASK].	ranger	western	noir	genre	cowboy	Action|Adventure|Western|IMAX	0.0	0.25
1034	Freeway	Freeway is a movie, of the genre [MASK].	freeway	movie	thriller	film	movies	Comedy|Crime|Drama|Thriller	0.0	0.25
103449	Passion	Passion is a movie, of the genre [MASK].	passion	drama	film	romance	thriller	Crime|Drama|Mystery|Thriller	0.0	0.5
1035	The Sound of Music	The Sound of Music is a movie, of the genre [MASK].	music	jazz	genre	rock	soundtrack	Musical|Romance	0.0	0.0
103515	Along the Great Divide	Along the Great Divide is a movie, of the genre [MASK].	western	documentary	adventure	exploration	cowboy	Adventure|Romance|Western	0.3333333333333333	0.6666666666666666
103541	Thanks for Sharing	Thanks for Sharing is a movie, of the genre [MASK].	comedy	genre	movies	film	thriller	Comedy|Drama	0.5	0.5
103549	What's in a Name?	What's in a Name? is a movie, of the genre [MASK].	itself	horror	genre	noir	comedy	Comedy	0.0	1.0
103554	A Hijacking	A Hijacking is a movie, of the genre [MASK].	thriller	kidnapping	horror	noir	comedy	Drama|Thriller	0.5	0.5
103576	Chu Chin Chow	Chu Chin Chow is a movie, of the genre [MASK].	comedy	[UNK]	drama	film	cinema	Comedy|Fantasy|Musical	0.3333333333333333	0.3333333333333333
1036	Die Hard	Die Hard is a movie, of the genre [MASK].	hardcore	comedy	thriller	horror	drama	Action|Crime|Thriller	0.0	0.3333333333333333
103655	R.I.P.D.	R.I.P.D. is a movie, of the genre [MASK].	thriller	comedy	batman	noir	drama	Action|Comedy|Fantasy	0.0	0.3333333333333333
103671	Joker	Joker is a movie, of the genre [MASK].	joker	batman	comedy	thriller	drama	Comedy	0.0	1.0
103688	The Conjuring	The Conjuring is a movie, of the genre [MASK].	horror	cinema	comedy	fantasy	film	Horror|Thriller	0.5	0.5
1037	The Lawnmower Man	The Lawnmower Man is a movie, of the genre [MASK].	comedy	batman	horror	noir	superman	Action|Horror|Sci-Fi|Thriller	0.0	0.25
103772	The Wolverine	The Wolverine is a movie, of the genre [MASK].	horror	noir	film	cinema	films	Action|Adventure|Fantasy|Sci-Fi	0.0	0.0
103787	Gold	Gold is a movie, of the genre [MASK].	gold	film	silver	platinum	metal	Western	0.0	0.0
103810	RED 2	RED 2 is a movie, of the genre [MASK].	red	black	pink	white	noir	Action|Comedy|Crime|Thriller	0.0	0.0
103823	Nick Carter, Master Detective	Nick Carter, Master Detective is a movie, of the genre [MASK].	detective	noir	csi	cop	batman	Crime|Drama|Mystery	0.0	0.0
103851	Page Miss Glory	Page Miss Glory is a movie, of the genre [MASK].	comedy	drama	romance	horror	noir	Comedy	1.0	1.0
103867	Night Train to Lisbon	Night Train to Lisbon is a movie, of the genre [MASK].	comedy	tango	drama	cinema	romance	Mystery|Romance|Thriller	0.0	0.3333333333333333
103881	The Hard Man	The Hard Man is a movie, of the genre [MASK].	comedy	noir	thriller	drama	genre	Western	0.0	0.0
103883	2 Guns	2 Guns is a movie, of the genre [MASK].	gun	guns	shooter	batman	sgt	Action|Comedy|Crime	0.0	0.0
103968	And Baby Makes Three	And Baby Makes Three is a movie, of the genre [MASK].	comedy	film	drama	movies	pop	Comedy|Romance	0.5	0.5
103980	Blue Jasmine	Blue Jasmine is a movie, of the genre [MASK].	anime	romance	bollywood	thriller	jasmine	Drama	0.0	0.0
103984	The Great Beauty	The Great Beauty is a movie, of the genre [MASK].	comedy	cinema	drama	genre	film	Comedy|Drama	0.5	1.0
104	Happy Gilmore	Happy Gilmore is a movie, of the genre [MASK].	comedy	drama	family	romance	variety	Comedy	1.0	1.0
104013	Lo chiamavano Bulldozer	Lo chiamavano Bulldozer is a movie, of the genre [MASK].	comedy	mafia	noir	violence	cop	Action|Comedy	0.5	0.5
104015	Bomber	Bomber is a movie, of the genre [MASK].	bomber	drama	film	thriller	comedy	Action|Comedy	0.0	0.5
104074	Percy Jackson & The Olympians - The Sea of Monsters	Percy Jackson & The Olympians - The Sea of Monsters is a movie, of the genre [MASK].	mythology	fantasy	noir	adventure	dragons	Adventure|Children|Fantasy	0.0	0.6666666666666666
104076	The Smurfs 2	The Smurfs 2 is a movie, of the genre [MASK].	comedy	horror	anime	batman	superhero	Animation|Children|Comedy	0.3333333333333333	0.3333333333333333
104078	Alan Partridge: Alpha Papa	Alan Partridge: Alpha Papa is a movie, of the genre [MASK].	comedy	noir	variety	sgt	sitcom	Comedy	1.0	1.0
104085	Class of 1999	Class of 1999 is a movie, of the genre [MASK].	drama	thriller	comedy	film	horror	Action|Horror|Sci-Fi	0.0	0.3333333333333333
1041	Secrets & Lies	Secrets & Lies is a movie, of the genre [MASK].	thriller	drama	horror	comedy	fiction	Drama	0.0	1.0
1042	That Thing You Do!	That Thing You Do! is a movie, of the genre [MASK].	itself	now	unknown	too	here	Comedy|Drama	0.0	0.0
104233	The Cat and the Canary	The Cat and the Canary is a movie, of the genre [MASK].	noir	comedy	batman	cats	cat	Comedy|Horror|Mystery	0.0	0.3333333333333333
104241	Kick-Ass 2	Kick-Ass 2 is a movie, of the genre [MASK].	mma	comedy	hardcore	genre	batman	Action|Comedy|Crime	0.0	0.3333333333333333
104243	Riddick	Riddick is a movie, of the genre [MASK].	comedy	thriller	genre	adventure	surfing	Action|Sci-Fi|Thriller|IMAX	0.0	0.25
104249	Mr. Moto in Danger Island	Mr. Moto in Danger Island is a movie, of the genre [MASK].	comedy	adventure	horror	drama	noir	Crime|Drama|Mystery|Thriller	0.0	0.25
104272	Blackfish	Blackfish is a movie, of the genre [MASK].	horror	noir	genre	thriller	comedy	Documentary	0.0	0.0
104285	Maria, He Doesn't Like It	Maria, He Doesn't Like It is a movie, of the genre [MASK].	anymore	itself	anyway	type	either	Comedy	0.0	0.0
1043	To Gillian on Her 37th Birthday	To Gillian on Her 37th Birthday is a movie, of the genre [MASK].	comedy	romance	drama	horror	genre	Drama|Romance	0.0	1.0
104337	The Butler	The Butler is a movie, of the genre [MASK].	comedy	drama	noir	horror	cinema	Drama	0.0	1.0
104361	Ain't Them Bodies Saints	Ain't Them Bodies Saints is a movie, of the genre [MASK].	noir	horror	comedy	drama	film	Drama	0.0	1.0
104374	About Time	About Time is a movie, of the genre [MASK].	comedy	drama	thriller	film	genre	Drama|Fantasy|Romance	0.0	0.3333333333333333
104392	Four Flies on Grey Velvet	Four Flies on Grey Velvet is a movie, of the genre [MASK].	noir	comedy	thriller	horror	genre	Horror|Mystery|Thriller	0.0	0.6666666666666666
1044	Surviving Picasso	Surviving Picasso is a movie, of the genre [MASK].	picasso	painting	cinema	tango	film	Drama	0.0	0.0
104491	A Royal Scandal	A Royal Scandal is a movie, of the genre [MASK].	comedy	drama	scandal	thriller	romance	Comedy|Drama	0.5	1.0
104493	A Ticklish Affair	A Ticklish Affair is a movie, of the genre [MASK].	horror	comedy	thriller	romance	drama	Comedy|Romance	0.0	1.0
104520	The Crimson Permanent Assurance	The Crimson Permanent Assurance is a movie, of the genre [MASK].	horror	thriller	noir	drama	comedy	Adventure|Comedy	0.0	0.5
104563	Too Hot to Handle	Too Hot to Handle is a movie, of the genre [MASK].	comedy	genre	thriller	horror	drama	Adventure|Comedy|Romance	0.3333333333333333	0.3333333333333333
1046	Beautiful Thing	Beautiful Thing is a movie, of the genre [MASK].	genre	drama	film	unknown	comedy	Drama|Romance	0.0	0.5
104627	Back from Eternity	Back from Eternity is a movie, of the genre [MASK].	comedy	horror	thriller	genre	noir	Drama	0.0	0.0
104631	Two Mothers	Two Mothers is a movie, of the genre [MASK].	drama	comedy	horror	family	thriller	Drama|Romance	0.5	0.5
1047	The Long Kiss Goodnight	The Long Kiss Goodnight is a movie, of the genre [MASK].	comedy	romance	drama	fantasy	thriller	Action|Drama|Thriller	0.0	0.6666666666666666
104712	Instructions Not Included	Instructions Not Included is a movie, of the genre [MASK].	category	itself	only	unknown	below	Comedy|Drama	0.0	0.0
104736	Closed Circuit	Closed Circuit is a movie, of the genre [MASK].	thriller	comedy	horror	drama	noir	Crime|Drama|Mystery	0.0	0.3333333333333333
104841	Gravity	Gravity is a movie, of the genre [MASK].	gravity	anime	comedy	aliens	film	Action|Sci-Fi|IMAX	0.0	0.0
104870	Deathsport	Deathsport is a movie, of the genre [MASK].	thriller	horror	drama	noir	genre	Action|Sci-Fi	0.0	0.0
